prompt,completion
Generate ESB ItemName:Dragonscale Armorand it's \nDescription: ,"Armor of a nameless king who was ally to the ancient dragons. The golden crown, buried amidst long strands of bristling ash, is said to closely resemble that of the First Lord. Dragon scales are razor-sharp and cannot be burned"
Generate ESB ItemName:Dragonslayer Armorand it's \nDescription: ,"Golden Armor associated with Dragonslayer Ornstein, from the age of gods, and imbued with the strength of lightning. In the dragonless age, this knight, who long guarded the ruined cathedral, left the land in search of the nameless king."
Generate ESB ItemName:Drake Knight Armorand it's \nDescription: ,"Black iron armor worn by drake knights.>>Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partake of communion.>>The cape is crafted with dragon wing membrane.>>Altered:>>From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe."
Generate ESB ItemName:Drakeblood Armorand it's \nDescription: ,"Armor of the Drakeblood Knights, worshippers of the blood of dragons. The red cloth is said to symbolize their yearning for blood. Dragon worship has captured the hearts and minds of warriors across the lands for many ages. Perhaps such warriors are attracted to doctrines of few words."
Generate ESB ItemName:Drakekeeper Helmand it's \nDescription: ,"Giant onyx helmet. Something dark indeed eats away at the drakekeepers, eternal guardians of the shrine"
Generate ESB ItemName:Drang Armorand it's \nDescription: ,"Armour of the Drang Knights, proclaimed descendents of the land known for the legend of the Linking of the Fire. Fine protection that is both light and strong, having been reinforced with rare geisteel. The Drang knights were once feared sellswords, until treason meant descending into the abyss, and they were seperated forever"
Generate ESB ItemName:Drummonds Helmand it's \nDescription: ,"A traditional Drangleic helmet. Belonged to Captain Drummond. In his day, King Vendrick was fair and just, and expected the same of his liegemen. This helm was proof of King Vendrick's trust, an honor, until his transfiguration. Drummond's ancestors have served Drangleic for generations, principally as defenders of the great fort, but Captain Drummond is the last in this proud line"
Generate ESB ItemName:Eastern Armorand it's \nDescription: ,"offers excellent defense, particulary versus slashing attacks, which are one of the main threats in battles in the East. A distinctive armor made in an Eastern land. Exquisitely crafted, this armor offers excellent defense, particularly versus slash attacks, which are one of the main threats in battles in the East"
Generate ESB ItemName:Eastern Armorand it's \nDescription: ,"Distinctive armor made in an Eastern land. The exquisite craftmanship and artistic design made these prized pieces in the collection of any nobleman. Offers excellent damage absorption, particularly from slashing attacks from katanas, which are commonly encountered threats in battles fought in the East."
Generate ESB ItemName:Eccentric's Hoodand it's \nDescription: ,"A pointy, ragged hood.>>Worn by the knight Jerren.>>The hood hides an aged, bearded mask.>>Jerren served General Radahn as a guest commander, and they are said to have sworn an oath of honorable death to one another."
Generate ESB ItemName:Elden Lord Crownand it's \nDescription: ,"Crown of Godfrey, the first Elden Lord.>>The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.>>He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded."
Generate ESB ItemName:Elite Knight Armorand it's \nDescription: ,"Armor of a nameless knight, perhaps an elite knight of Astora, based on the fire-warding heraldic symbol on its blue surcoat. Although he was loath to give up on his Undead mission, he perished at the Undead Asylum, and went Hollow"
Generate ESB ItemName:Elite Knight Armorand it's \nDescription: ,"Armor made of bradden steel. Provides sturdy defense, making it an old-time favorite of elite knights. Bradden steel is used widely in Drangleic. This fine alloy is made from ores mined in the southern kingdom"
Generate ESB ItemName:Embraced Armor of Favorand it's \nDescription: ,"Armor of Lautrec the Embraced, representing the goddess Fina's love. During his solitude, he forsook everything, for he believed in the goddess's love for him. The goddess's arms wrap around it, as if to embrace the wearer"
Generate ESB ItemName:Enlarged Headand it's \nDescription: ,"An enlarged head of a patient of the Cathedral, with a cavity that just happens to fit a human head, although one would be mad to try it on. But if you do, listen carefully, for the sticky sound. Drip, drop. As water, seeping up from the depths, slowly, steadily."
Generate ESB ItemName:Erdtree Surcoatand it's \nDescription: ,worn by soldiers sworn to defend the royal capital of Leyndell.>>The surcoat bears a majestic likeness of the Erdtree. Its golden backing is an honor bestowed on no other soldiers.
Generate ESB ItemName:Errant Sorcerer Robeand it's \nDescription: ,"Commonplace robe made of thick cloth. Worn by the Errant Sorcerer Wilhelm, one of the first Tarnished to visit Roundtable Hold.>>A silent seeker of sorcery, who had gone so far as to make contact with the primeval current, Wilhelm was led by guidance into confrontation with his friend Vargram, and it is said that he was then taken prisoner in Roundtable Hold."
Generate ESB ItemName:Evangelist Robeand it's \nDescription: ,"Robe of an evangelist sent from the cathedral. These teachers, all women, came to enlighten inhabitants of the Undead Settlement and sent carriers on the path of sacrifice."
Generate ESB ItemName:Executioner Armorand it's \nDescription: ,"Steel armor of Horace the Hushed, who took a liking to its cold, bulky insides. The original owner was said to be a corrupt executioner, who was killed and stripped of his armor. Horace is one of only two children to escape Aldrich's clutches."
Generate ESB ItemName:Executioner Garband it's \nDescription: ,"Attire worn by the band of executioners commanded by the martyr Logarius. Later became the basis for all Church attire, with its heavy draping of Holy Shawl.>>As the great Logarius once said, Acts of goodness are not always wise, and acts of evil are not always foolish, but regardless, we shall always strive to be good."
Generate ESB ItemName:Executioner Gauntletsand it's \nDescription: ,"Black Helmet/Armor/Gauntlets/Leggings worn by the executioner of the Undead Purgatory. The spikes are designed to evoke fear.>>The executioner mercilessly put down countless Undead, but how could he know that it was never his own will, but that of the chariot horse?"
Generate ESB ItemName:Exile Gauntletsand it's \nDescription: ,Damaged iron gauntlets. Worn by soldiers sent to the penal colonies.
Generate ESB ItemName:Exile Maskand it's \nDescription: ,"Mask of the watchdogs of Farron's Keep. After the Legion's Watchers became Lords of Cinder, the wolf blood dried up, and Farron was consumed by a festering wood. Within the wood, an emaciated old wolf commands watchdogs to defend the sanctity of sleeping warriors. Both the exiles were surely watchdogs themselves, for Farron has always been a land of itinerants."
Generate ESB ItemName:Falconer Glovesand it's \nDescription: ,"Gloves worn by the Volgen Falconers. Domestic Volgen soldiers are infamously timid, so it is no wonder that this fierce band of mercenary falconers was hired to compensate.>>In practice they serve as bodyguards for the affluent elite, and they serve well, such that nobody dares scrutinize their backgrounds."
Generate ESB ItemName:Fallen Knight Armorand it's \nDescription: ,"Armor of an order of fallen knights who disbanded and fled but met untimely deaths. The drab, tattered cloth conceals tough, black metal which provides dependable protection from fire. It is just possible to make out the majestic gold engravings on its surface."
Generate ESB ItemName:Faraam Armorand it's \nDescription: ,"Armor blessed by the war god Faraam. armor is designed in the style of the Lion Knights, a once-mighty order from Forossa. Although the Lion Knights wore heavy armor, they were feared for their nimble two-handed swordplay. But their legacy was cut short with the fall of Forossa."
Generate ESB ItemName:Faraam Gauntletsand it's \nDescription: ,"This set pf Gauntlets after a god of war. The armor of the Forossa Lion Knights was preserved even after the destruction of their homeland, and is mentioned in numerous legends, alongside the names of those who are said to have gone beyond death."
Generate ESB ItemName:Fia's Robeand it's \nDescription: ,"Robe of black cloth that covers the entire body.>>Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.>>The fabric itself is soft as silk and thin enough that those embraced can feel every pulse; every bit of her warmth."
Generate ESB ItemName:Finger Maiden Shoesand it's \nDescription: ,"Shoes worn by maidens who serve the Two Fingers.>>The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.>>The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago."
Generate ESB ItemName:Fingerprint Armorand it's \nDescription: ,"Iron armor singed and blistered by fingers.>>Worn by Vyke, knight of the Roundtable Hold.>>No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.>>Did he make his choice for his maiden, or did some other force lure him with suggestion?"
Generate ESB ItemName:Fire Keeper Robeand it's \nDescription: ,"Robe, Manchettes and Skirt worn by the guardian of the shrine. The Fire Keepers were robbed of light, to better serve as vessels for souls. Only those who cherish the writhing, searing darkness were given the keeper's black attire."
Generate ESB ItemName:Fire Monk Armorand it's \nDescription: ,Black iron armor adorned with a red cloth.>>Attire of the Fire Monks.>>The grotesque face sculpted on the chest is said to depict the corrupt ancient god of the flame.>>Taboos transform into lasting obsessions by virtue of the fear that they inspire.
Generate ESB ItemName:Fire Prelate Helmand it's \nDescription: ,"Helm engraved with a sacred countenance and housing a cauldron.>>Attire of the Fire Prelates, commanders of the Fire Monks.>>It is said the cauldron perched atop the head was originally furnished with embers, and would surge into flames when the wearer's faith reached its zenith. The fire of this cauldron has since died out, however."
Generate ESB ItemName:Fire Witch Gauntletsand it's \nDescription: ,"Gloves of witches who bore the Profaned Flame, now harrowed spirits of Irithyll. The witches who lead the Pontiff's Knights were originally ordained as holy knights. It was not long however, before their hearts were swallowed by the Profaned Flame"
Generate ESB ItemName:Firelink Armorand it's \nDescription: ,"Armor of the Soul of Cinder, a deific manifestation of the Lords of Cinder, who linked the First Flame. It resembles a knight's armor, but bears hideous burns and contortions..A mishappen crown can be seen upon its Helm. The Armor taking the shape of a deathly ribcage. It exists as a symbol of the great Lords and the noble act of linking the fire, though it is no more than an empty husk."
Generate ESB ItemName:Foot Soldier Greavesand it's \nDescription: ,Metal Graves that have already been mended countless times.>>Widely issued to foot soldiers in a lord's army.
Generate ESB ItemName:Foot Soldier Tabardand it's \nDescription: ,Padded cloth armor with more than a few stains. Widely issued to foot soldiers in a lord's army.
Generate ESB ItemName:Foreign Garband it's \nDescription: ,"Clothing worn upon awakening to the nightmare of blood and beasts. Not typical clothing for Yharnam, perhaps it is of foreign origin. It is said, after all, the traveler came to Yharnam from afar. Without memory, who will ever know?"
Generate ESB ItemName:Fur Raimentand it's \nDescription: ,"Raiment fashioned from a bristly pelt.>>Worn by ancestral follower warriors.>>The ancestral followers keep their distance from the Erdtree,>>awaiting new buds. They are certain to sprout from their very>>flesh, and indeed, their souls."
Generate ESB ItemName:Gascoigne's Capand it's \nDescription: ,"Hunter attire worn by Father Gascoigne. Similar to hunter garb created at the workshop, only these are tainted by a pungent beastly stench that eats away at Gascoigne.>>Father is a title used for clerics in a foreign land, and there is no such rank in the Healing Church."
Generate ESB ItemName:Gascoigne's Garband it's \nDescription: ,"Hunter attire worn by Father Gascoigne. The dingy scarf is a Holy Shawl and symbol of the Healing Church, from which Gascoigne would eventually part ways. Father is a title used for clerics in a foreign land, and there is no such rank in the Healing Church."
Generate ESB ItemName:Gauntlets of Favorand it's \nDescription: ,"Guantlets of the pitiable Embraced Knight. Depicts the affection of goddess Fina. Adrift on sea of isolation, only his faith in the love of his goddess remained true, and so the knight forsook all else. The face of the guantlets are crafted to depict the goddess's embrace, quite ignoring the fact that her love is in fact as fickle as the weather"
Generate ESB ItemName:Gauntlets of the Vanquisherand it's \nDescription: ,"Strange gauntlets from the ancient land of Zena, birthplace of the curious dealer Domhnall. They gold bracelets symbolize a vanquisher"
Generate ESB ItemName:Gauntlets of Thornsand it's \nDescription: ,"Guantlets of Kirk, the notorious knight of Thorns. A dense patch of thorns grows from its surface. A fitting item for the murderous Kirk, for even the simple act of rolling can damage enemies when wearing this attire."
Generate ESB ItemName:Gehrman's Hunter Capand it's \nDescription: ,"Hunter attire of Gehrman, the first hunter. Created before the workshop existed by making adjustments to everyday clothing, and later became the basis for all hunter's garb.>>The hunter's emphasis on engaging beasts with speed, and therefore of selecting lightweight attire, no doubt traces back to Gehrman's own combat style."
Generate ESB ItemName:Gehrman's Hunter Garband it's \nDescription: ,"Hunter attire of Gehrman, the first hunter. Created before the workshop existed by making adjustments to everyday clothing, and later became the basis for all hunter's garb. The hunter's emphasis on engaging beasts with speed, and therefore of selecting lightweight attire, no doubt traces back to Gehrman's own combat style."
Generate ESB ItemName:Gelmir Knight Armorand it's \nDescription: ,"Armor worn by knights once royal to Praector Rykard.>>It bears an emblem that none wear any longer, standing as it does for a lord that fell from loft ambition into gluttonous depravity. As the lord lost his dignity, so too did these knights lose their master."
Generate ESB ItemName:Giant Armorand it's \nDescription: ,"Armor of the giant sentinels of Anor Londo. Made from ancient brass, it also offers protection versus non-physical attacks, but due to its giant size, it is extremely heavy for humans, and impedes stamina recovery."
Generate ESB ItemName:Gilded Foot Soldier Capand it's \nDescription: ,Flanged cap made from gilded iron.>>Issued to foot soldiers protecting the royal capital of Leyndell.
Generate ESB ItemName:Gloom Armorand it's \nDescription: ,"Black iron armour worn by Yurt, the Silent Chief. A portion of the complete armor set which has an extremely high level of adhesion.>>The black iron robs the wearer of his or her body heat, causing them to shiver and breathe out cold air."
Generate ESB ItemName:Godrick Knight Armorand it's \nDescription: ,"Armor worn by knights loyal to Godrick The Grafted.>>Its left breast is emblazoned with a two-headed war axe, an emblem of the golden lineage. The knights surely boasted of their strength in days long gone."
Generate ESB ItemName:Godskin Apostle Robeand it's \nDescription: ,"Robe made by sewing together patches of smooth skin.>>Worn by the Godskin Apostles.>>The apostles, once said to serve Destined Death, are wielders of the god-slaying black flame. But after their defeat by Maliketh, the Black Blade, the source of their power was sealed away."
Generate ESB ItemName:Godskin Noble Hoodand it's \nDescription: ,"Hood made by sewing together patches of smooth skin.>>Subcutaneous fat makes it plump and soft.>>Worn by Godskin Nobles.>>Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form."
Generate ESB ItemName:Gold Ardeoand it's \nDescription: ,"The odd helmet worn by the band of Executioners commanded by the martyr Logarius. The conical gold helmet, symbol of the executioners, represents luminosity, ambition, and an unflagging resolve to face impurity, staring it down with stern golden spirit. As the great Logarius once said, Acts of goodness are not always wise, and acts of evil are not always foolish, but regardless, we shall always strive to be good."
Generate ESB ItemName:Gold-Hemmed Black Cloakand it's \nDescription: ,"Worn by the witch Quelana of Izalith, mother of pyromancy and Daughter of Chaos. She wore this gold-hemmed black cloak before even the Age of Fire, and it offers strong resistance versus fire, poison, and other perils."
Generate ESB ItemName:Goldmask's Ragsand it's \nDescription: ,Worn rags that just barely cover the body.>>Lord Goldmask felt no draw to the vain excess of clothing; what use is finery to one who seeks greater brilliance?
Generate ESB ItemName:Golem Armorand it's \nDescription: ,"Body of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo. Without its core, it is a mere hunk of iron, and can be equipped as solid protective gear, but its immense weight hinders stamina recovery"
Generate ESB ItemName:Gough's Armorand it's \nDescription: ,"Armor of Hawkeye Gough, one of Gwyn's Four Knights. Armor donned by Gough since his days as a dragonslayer. The medallion, bequeathed by the Lord Himself, and the dragon bone pauldrons are symbols of the highest honors"
Generate ESB ItemName:Grave Warden Robeand it's \nDescription: ,"Rotting, tattered skirt, robe, hood and wrap. Attire of grave wardens at the Cathedral of the Deep. Grave wardens were tasked with disposing of the ever rising corpses that plagued the cathedral. Their clothes are utterly putrid, drenched in the blood and mucilage of their undertaking."
Generate ESB ItemName:Grave Warden Topand it's \nDescription: ,"Worn by a Grave Warden sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic? It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power. He calls himself Navlaan, now."
Generate ESB ItemName:Graveguard Maskand it's \nDescription: ,"Mask of Dores, graveguard of the Forbidden Woods. His pale countenance mimics the labyrinth watchers. Willem kept two loyal servants back at Byrgenwerth. When they were sent into the labyrinth. they encountered the eldritch Truth. and went mad. One became the password gatekeeper, while Dores became a graveguard of the forest. Both remained loyal, even in madness."
Generate ESB ItemName:Graveguard Robeand it's \nDescription: ,"Robe of Dores, graveguard of the Forbidden Woods. His pale countenance mimics the labyrinth watchers. Willem kept two loyal servants back at Byrgenwerth. When they were sent into the labyrinth. they encountered the eldritch Truth. and went mad. One became the password gatekeeper, while Dores became a graveguard of the forest. Both remained loyal, even in madness."
Generate ESB ItemName:Gravekeeper Cloakand it's \nDescription: ,"Defensive wear encircled by bronze snakes.>>Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.>>The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered."
Generate ESB ItemName:Great Horned Headbandand it's \nDescription: ,Headband decorated by a pair of great horns.>>Worn by ancestral follower warriors.
Generate ESB ItemName:Grey Wolf Capand it's \nDescription: ,"Attire of the retired hunter Djura. This worn wolf cap was his trademark. Djura is known through his contact with the Powder Kegs, the heretics of the workshop. He is said to have been both uncommonly kind and dreadfully foolish. Djura felt defeated by the state of Old Yharnam and renounced his hunter's vows."
Generate ESB ItemName:Guardian Armorand it's \nDescription: ,"Armor of the stone knights, guardians of the forest sanctuary. The stone knights are golems animated by magic, and their enchanted armor is oppressively heavy"
Generate ESB ItemName:Guardian Bracersand it's \nDescription: ,"Engraved golden bracers.>>Worn by the guardians of the Minor Erdtree.>>In accordance with an ancient pact with the Erdtree, it is said that their deaths led not to destruction, but instead to renewed, eternal life as guardians."
Generate ESB ItemName:Guilty Hoodand it's \nDescription: ,"Coarse hooded cloak of olive brown.>>The garb of those accused of lesser crimes, indicated by the collar of sharpened branches."
Generate ESB ItemName:Gundyr's Armorand it's \nDescription: ,"Ancient armor of a set of cast iron armor, belonging to Champion Gundyr. Modeled after a former king. Gundyr, or the Belated Champion, was bested by an unknown warrior. He then became sheath to a coiled sword in the hopes that someday, the first flame would be linked once more."
Generate ESB ItemName:Gyrm Armorand it's \nDescription: ,"Armor of the nomadic Gyrm. Excellent poise but heavy. The stocky Gyrm are kind-natured, but humans deemed them impure, and drove them underground"
Generate ESB ItemName:Haima Glintstone Crownand it's \nDescription: ,"One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.>>Increases intelligence and strength to the detriment of FP.>>Scholars of the Haima Conspectus sought the power to quell conflict, and to this end studied the sorceries of cannon fire and the gavel."
Generate ESB ItemName:Haligtree Gauntletsand it's \nDescription: ,Gauntlets worn by soldiers sworn to the Haligtree.>>Rust-worn and stained through unending conflict.
Generate ESB ItemName:Haligtree Knight Armorand it's \nDescription: ,"Armor worn by knights sworn the Haligtree.>>Its left breast is emblazoned with the crest of the Haligtree. Though watered with Miquella's own blood since it was a sapling, the Haligtree ultimately failed to grow into an Erdtree."
Generate ESB ItemName:Haligtree Knight Helmand it's \nDescription: ,Helm worn by knights sworn to the Haligtree.>>Graced by a crown of unalloyed gold.>>Increases faith.
Generate ESB ItemName:Hard Leather Armorand it's \nDescription: ,"Armor made of thick leather. Very common type of protective gear, they provide a sound level of defense."
Generate ESB ItemName:Hard Leather Armorand it's \nDescription: ,A commonplace piece of armor. No embellishments. Very solid
Generate ESB ItemName:Harrowed Garband it's \nDescription: ,"Certain Church hunters obfuscate their identities and slip into the nooks and crannies of the city. This is the garb that allows these harrowed individuals to go unnoticed. These hunters are keen to early signs of the scourge, serving as a first line of defense against its outbreak. Or perhaps, when the time is ripe, they find signs of the scourge where there are none. It just goes to show, the corner beggar is not always who he seems."
Generate ESB ItemName:Havel's Armorand it's \nDescription: ,"Armor worn by Havel the Rock's warriors. Carved from solid rock, its tremendous weight is matched only by the defense it provides. Havel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp"
Generate ESB ItemName:Havel's Armorand it's \nDescription: ,"A helm and armor as if hewn from a giant boulder. Offers stupendous defense, but weighs a ton. The origin of the name Havel is not clear. Some say it was the warrior who wore the armor, but others say it was the name of a great kingdom ruined in a barbaric war."
Generate ESB ItemName:Havel's Gauntletsand it's \nDescription: ,"Gauntlets as if hewn from a giant boulder. Highly protective, but excessively heavy. The warriors who followed Havel the Rock never flinched, nor retreated from battle, crushing any foe that stood in their way."
Generate ESB ItemName:Heavy Bootsand it's \nDescription: ,"Boots made of thick leather. The boots of the pyromancers are incredibly tough, on account of the rugged grasslands and treacherous swamps they must traverse. Their soles are nearly impenetrable"
Generate ESB ItemName:Heide Knight Chainmailand it's \nDescription: ,"Chainmail worn by Heide Knights. Whether Heide refers to a kingdom or was just a name for the land is not clear, for no records date back far enough to tell.>>All that is known is that the Way of Blue has its origins in Heide, and that Heide was later subsumed by the sea."
Generate ESB ItemName:Henryk's Hunter Capand it's \nDescription: ,"Hunter's hat worn by Henryk, the old hunter. The taciturn old hunter Henryk was once partners with Father Gascoigne, and though they were a fierce and gallant duo, their partnership led to Henryk's tragically long life. Henryk's unique yellow garb is resistant to bolt and will be of great help to any hunter who has inherited the onus of the hunt."
Generate ESB ItemName:Henryk's Hunter Garband it's \nDescription: ,"Hunter's attire worn by Henryk, the old hunter. The taciturn old hunter Henryk was once partners with Father Gascoigne, and though they were a fierce and gallant duo, their partnership led to Henryk's tragically long life. Henryk's unique yellow garb is resistant to bolt and will be of great help to any hunter who has inherited the onus of the hunt."
Generate ESB ItemName:Herald Armorand it's \nDescription: ,"Steel armor, Leather Gloves and Quilted Trousers said to be worn by Heralds of the Way of White, who deliver commandments of duty. Protection made of steel has excellent physical absorption, but is found lacking against blunt strikes and lightning damage."
Generate ESB ItemName:Hexer's Robesand it's \nDescription: ,"Grants slight increase to spell uses. Hexing appears to be an offshoot of sorcery, but its specific origins are unknown. Robes worn by a hexer. Belonged to Felkin the Outcast. Those who have a taste of dark are drawn into its vortex and rarely return. Perhaps it appeals to something deep within the human soul."
Generate ESB ItemName:Hierodas Glintstone Crownand it's \nDescription: ,One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.>>Increases intelligence and endurance to the detriment of FP.>>The crown of Hierodas was granted to scholars who engaged in nomadic study away from the academy.
Generate ESB ItemName:High Page Hoodand it's \nDescription: ,Hood of a page selected for special privilege by the noble they serve.>>The unassuming sack-like appearance benefits their unseen and unknown stature.
Generate ESB ItemName:Highwayman Cloth Armorand it's \nDescription: ,Hideously stained and ragged cloth armor.>>Worn by former foot soldiers who have turned to banditry.
Generate ESB ItemName:Hollow Infantry Armorand it's \nDescription: ,"Armor worn by Hollowed infantry. A piece of basic, minimal equipment. Worse yet, they're worn and nearly falling apart. Not recommended unless your options are spent."
Generate ESB ItemName:Hollow Soldier Armorand it's \nDescription: ,"Apparel worn by Hollow soldiers. It may be old and battered, but its iron construction makes it quite sturdy. It is wise to wear a sturdy form of head protection against arrows and other physical threats. It is so tattered that it barely serves its purpose anymore"
Generate ESB ItemName:Hollow Soldier Armorand it's \nDescription: ,"armor, worn by Hollowed Royal Soldiers. Appears to be crafted with quality materials, but is highly degraded and close to falling apart. Wearing this will be of little use."
Generate ESB ItemName:Hollow Thief's Leather Armorand it's \nDescription: ,Leather armor worn by Hollow thieves. It stifles noise and helps its wear hide in the shadows
Generate ESB ItemName:Hollow Warrior Armorand it's \nDescription: ,"Armor worn by Hollow warriors. It is made of thick leather that is tattered with age, It is wise to wear a sturdy form of protection against arrows and other physical threats."
Generate ESB ItemName:Holy Robeand it's \nDescription: ,"Robe donned by men of the cloth. Though plain to the eye, its hardy fabric repels rain and keeps the body warm. Those dissatisfied with church teachings must test their faith by going on a spiritual journey. Such is the ritual self-purification of the Way of White. Topped by a Distinctive hat worn only by Way of White priests in Thorolund. It is simply meant to show their position within the hierarchy. It holds almost no meaning in the land of Lordran."
Generate ESB ItemName:Hoslow's Armorand it's \nDescription: ,"Garish silver armor decorated with red embellishments. Passed down through the Hoslow family.>>When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused.>>I have already walked many a road drenched in blood, yet never would I consider myself a champion."
Generate ESB ItemName:Hoslow's Helmand it's \nDescription: ,"A twin-tailed silver helm decorated with flowery adornments. Symbol of the head of the revered House of Hoslow.>>Juno Hoslow had a younger brother who was all talk and no trousers. His inability to commit to action was such that Juno inherited the Hoslow legacy without resistance, granting him the freedom to shower his little brother with adoration."
Generate ESB ItemName:Hunter Garband it's \nDescription: ,"One of the standard articles of hunter attire fashioned at the workshop, this one without the cape that wipes away blood. A fine piece of hunter attire that provides stable defence to anyone facing Yharnam's beastly threat. Allows one to stalk beasts unannounced, by cover of night."
Generate ESB ItemName:Hunter Hatand it's \nDescription: ,"One of the standard articles of hunter attire fashioned at the workshop. A fine piece of hunter attire that provides stable defence to anyone facing Yharnam's beastly threat.>>Recognizable by its withered feathers, this cap is fashioned after one of the old hunters."
Generate ESB ItemName:Imperious Armorand it's \nDescription: ,"Helmet/Armor/Gauntlets,Leggings worn by once-proud knights.>>Relics of a party who long ago attempted to conquer the Undead Crypt.>>For this act of conceit they will never rest in peace, and instead serve as crypt guardians."
Generate ESB ItemName:Insolent Armorand it's \nDescription: ,"Armor worn by once-proud clerics. Relics of a party who long ago attempted to conquer the Undead Crypt. For this sin their deaths have been postponed, so they may serve as crypt sentries"
Generate ESB ItemName:Iron Kasaand it's \nDescription: ,"Iron kasa of the man who calls himself Shabriri.>>Crafted to imitate the woven straw hats worn in the Land of Reeds.>>The man, once known as Yura, kept a woman in the deepest reaches of his heart."
Generate ESB ItemName:Ironclad Armorand it's \nDescription: ,"Armor worn by Ironclad Soldiers. Provides high defense, but is so heavy that it requires great strength to move. The Ironclad Soldiers were minions created by the Old Iron King, their life granted by an enchantment of souls. By now this is again an iron husk, and fit to wear. Once, the Old King could have unraveled the greater mysteries with the aid of his great soul, but he was led astray by his enormous fortune, becoming nothing more than a vulgar hedonist"
Generate ESB ItemName:Jailer Robeand it's \nDescription: ,"Robe worn by jailers of Irithyll Dungeon. Originally ritualistic formal wear. The jailers were among the few survivors inhabiting the Profaned Capital, later serving under Pontiff Sulyvahn. Perhaps the screams emanating from the cells help them forget their old home."
Generate ESB ItemName:Jester's Robesand it's \nDescription: ,"A boldly-colored jester's cap/robe/gloves/tights. A nice bit of fun to try on...>>Jesters are more than festival fixtures; some have a second face, hidden from public view."
Generate ESB ItemName:Juvenile Scholar Robeand it's \nDescription: ,"Robe worn by young academy scholars, the juveniles birthed anew by the amber egg of Queen Rennala, the head of Raya Lucaria Academy.>>Yet their rebirth is not without imperfections, and thus do they repeat the process, eventually becoming utterly dependent upon it.>>Rebirth is as sleep to them, and with each awakening, memory fades into oblivion."
Generate ESB ItemName:Kaiden Armorand it's \nDescription: ,"Armor worn by Kaiden sellswords.>>These hulking, fearless mercenaries, said to hail from the mountaintops of the wintry north, are adept at fighting on horseback. Kaiden is the name of their home settlement."
Generate ESB ItemName:Karla's Coatand it's \nDescription: ,"Cloak of the dark witch Karla. A pointed hat is the signature of a heretical sorceress. Karla, however always kept it close. This stained (Piece Name) is torn and odorous, telling of a long journey and even longer imprisonment. It would be madness to wear such a thing."
Generate ESB ItemName:Karolos Glintstone Crownand it's \nDescription: ,"One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.>>Increases intelligence to the detriment of stamina.>>The Karolos Conspectus is the oldest of the academy's lineages of study, begat by the sorcerer Azur. Scholars who follow in his footsteps pursue the mysteries of comets."
Generate ESB ItemName:Khaki Haoriand it's \nDescription: ,"Garb of a distant Eastern land, worn by Yamamura the Wanderer. This Eastern warrior pursued a beast for honourable revenge, then became a hunter of the League. But when he stared straight into impurity, it drove him mad."
Generate ESB ItemName:King's Armorand it's \nDescription: ,"An old armor that is oddly comfortable. Belonged to a King. What makes a king? Some say that it is a birthright, while others call it destiny.>>Perhaps it is not important, as long as the king's name serves to unite his people"
Generate ESB ItemName:Knight Armorand it's \nDescription: ,"Armor equipment of a lower a rank knight. Despite the thin metal used, the grooved texture gives them added protection"
Generate ESB ItemName:Knight Armorand it's \nDescription: ,"(Armor piece) of a lowly knight, fashioned from solid iron. This/these (armor piece) might be on the heftier side compared to others of their ilk, but as such offer great physical absorption in exchange for its/their imposing weight. Do not think to wear it without the necessary Vitality."
Generate ESB ItemName:Knight Armorand it's \nDescription: ,"Iron armor of an unknown knight.>>It is made of thin iron plate.>>Such metal armor is heavy, but provides considerable damage negation."
Generate ESB ItemName:Knight's Garband it's \nDescription: ,Attire of the knights of Cainhurst. A regal piece graced by intricate goldwork. The Cainhurst way is a mix of nostalgia and bombast. They take great pride even in the blood-stained corpses of beasts that they leave behind. confident that they will stand as examples of decadent art.
