Name,Descriptions,Keywords,Challenge,meta,Armor Class,Hit Points,Speed,STR,STR_mod,DEX,DEX_mod,CON,CON_mod,INT,INT_mod,WIS,WIS_mod,CHA,CHA_mod,Saving Throws,Skills,Senses,Languages,Traits,Actions,Legendary Actions,Damage Immunities,Condition Immunities,Damage Resistances,Damage Vulnerabilities,Reactions
Chain Devil,"The Chain Devil is a fearsome creature that lurks in the dark corners of Lordran. It is a humanoid creature with a long chain wrapped around its body. The Chain Devil is known for its quick and deadly attacks, as well as its ability to teleport.","Horror , Dark , Demons , Teleportation","8 (3,900 Souls)","Medium fiend,",16 (Natural Armor),85 (10d8 + 40),30 ft.,18,(+4),15,(+2),18,(+4),11,(+0),12,(+1),14,(+2),"CON +7, WIS +4, CHA +5",,"Darkvision 120 ft., Passive Perception 11","Infernal, Telepathy 120 ft.",<p><em><strong>Devil's Sight.</strong></em> Magical darkness doesn't impede the devil's darkvision. </p><p><em><strong>Magic Resistance.</strong></em> The devil has advantage on saving throws against spells and other magical effects.</p>,"<p><em><strong>Multiattack.</strong></em> The devil makes two attacks with its chains. </p><p><em><strong>Chain.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 10 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. The target is grappled (escape DC 14) if the devil isn't already grappling a creature. Until this grapple ends, the target is restrained and takes 7 (2d6) piercing damage at the start of each of its turns. </p><p><em><strong>Animate Chains (Recharges after a Short or Long Rest).</strong></em> Up to four chains the devil can see within 60 feet of it magically sprout razor-Â­edged barbs and animate under the devil's control, provided that the chains aren't being worn or carried. </p><p>Each animated chain is an object with AC 20, 20 hit points, resistance to piercing damage, and immunity to psychic and thunder damage. When the devil uses multiattack on its turn, it can use each animated chain to make one additional chain attack. An animated chain can grapple one creature of its own but can't make attacks while grappling. An animated chain reverts to its inanimate state if reduced to 0 hit points or if the devil is incapacitated or dies.</p>",,"Fire, Poison",Poisoned,"Cold; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,"<p><em><strong>Unnerving Mask.</strong></em> When a creature the devil can see starts its turn within 30 feet of the devil, the devil can create the illusion that it looks like one of the creature's departed loved ones or bitter enemies. If the creature can see the devil, it must succeed on a DC 14 Wisdom saving throw or be frightened until the end of its turn.</p>"
Chimera,"The Chimera is a fearsome creature with the head of a lion, the body of a goat, and the tail of a serpent. It is said to be immune to fire, and its breath is said to be able to turn men into stone.","Mythological creature , Immunity to fire , Stone , Fearsome","6 (2,300 Souls)","Large monstrosity,",14 (Natural Armor),114 (12d10 + 48),"30 ft., fly 60 ft.",19,(+4),11,(+0),19,(+4),3,(-4),14,(+2),10,(+0),,Perception +8,"Darkvision 60 ft., Passive Perception 18",Understands Draconic but can't speak it,,"<p><em><strong>Multiattack.</strong></em> The chimera makes three attacks: one with its bite, one with its horns, and one with its claws. When its fire breath is available, it can use the breath in place of its bite or horns. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) piercing damage. </p><p><em><strong>Horns.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 10 (1d12 + 4) bludgeoning damage. </p><p><em><strong>Claws.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Fire Breath (Recharge 5â€“6).</strong></em> The dragon head exhales fire in a 15-Â­-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 31 (7d8) fire damage on a failed save, or half as much damage on a successful one.</p>",,,,,,
Chuul,"The Chuul is a large, lobster-like creature that dwells in the dark depths of the ocean. It is a fearsome predator, using its powerful claws to rend and tear its prey. The Chuul is also known to be highly intelligent, and is often used by evil wizards as a guard or bodyguard.","Monsters , The ocean , Intelligence , Evil","4 (1,100 Souls)","Large aberration,",16 (Natural Armor),93 (11d10 + 33),"30 ft., swim 30 ft.",19,(+4),10,(+0),16,(+3),5,(-3),11,(+0),5,(-3),,Perception +4,"Darkvision 60 ft., Passive Perception 14",Understands Deep Speech but can't speak,<p><em><strong>Amphibious.</strong></em> The chuul can breathe air and water.</p><p><em><strong>Sense Magic.</strong></em> The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn't itself magical.</p>,"<p><em><strong>Multiattack.</strong></em> The chuul makes two pincer attacks. If the chuul is grappling a creature, the chuul can also use its tentacles once.</p><p><em><strong>Pincer.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 10 ft., one target. <em>Hit:</em> 11 (2d6 + 4) bludgeoning damage. The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn't have two other creatures grappled.</p><p><em><strong>Tentacles.</strong></em> One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.</p>",,Poison,Poisoned,,,
Clay Golem,"The Clay Golem is a massive creature made entirely out of clay. It is slow and ponderous, but its enormous size and strength make it a formidable opponent. It attacks by slamming its fists into the ground, or by picking up and throwing large rocks.","Clay Golem , Giant , Strength , Slow","9 (5,000 Souls)",Large construct,14 (Natural Armor),133 (14d10 + 56),20 ft.,20,(+5),9,(-1),18,(+4),3,(-4),8,(-1),1,(-5),,,"Darkvision 60 ft., Passive Perception 9",Understands the languages of its creator but can't speak,"<p><em><strong>Acid Absorption.</strong></em> Whenever the golem is subjected to acid damage, it takes no damage and instead regains a number of hit points equal to the acid damage dealt. </p><p><em><strong>Berserk.</strong></em> Whenever the golem starts its turn with 60 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points. </p><p><em><strong>Immutable Form.</strong></em> The golem is immune to any spell or effect that would alter its form. </p><p><em><strong>Magic Resistance.</strong></em> The golem has advantage on saving throws against spells and other magical effects. </p><p><em><strong>Magic Weapons.</strong></em> The golem's weapon attacks are magical.</p>","<p><em><strong>Multiattack.</strong></em> The golem makes two slam attacks. </p><p><em><strong>Slam.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 5 ft., one target. <em>Hit:</em> 16 (2d10 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or have its hit point maximum reduced by an amount equal to the damage taken. The target dies if this attack reduces its hit point maximum to 0. The reduction lasts until removed by the greater restoration spell or other magic. </p><p><em><strong>Haste (Recharge 5â€“6).</strong></em> Until the end of its next turn, the golem magically gains a +2 bonus to its AC, has advantage on Dexterity saving throws, and can use its slam attack as a bonus action.</p>",,"Acid, Poison, Psychic; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Adamantine","Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",,,
Cloaker,"The Cloaker is a fearsome and deadly creature that lurks in the shadows, waiting to pounce on its unsuspecting prey. It is a fast and agile creature that can easily take down its prey with its sharp claws and teeth. The Cloaker is a feared creature by all who know of its existence.","Fearful , Fast , Agile , Deadly","8 (3,900 Souls)","Large aberration,",14 (Natural Armor),78 (12d10 + 12),"10 ft., fly 40 ft.",17,(+3),15,(+2),12,(+1),13,(+1),12,(+1),14,(+2),,Stealth +5,"Darkvision 60 ft., Passive Perception 11","Deep Speech, Undercommon","<p><em><strong>Damage Transfer.</strong></em> While attached to a creature, the cloaker takes only half the damage dealt to it (rounded down), and that creature takes the other half. </p><p><em><strong>False Appearance.</strong></em> While the cloaker remains motionless without its underside exposed, it is indistinguishable from a dark leather cloak. </p><p><em><strong>Light Sensitivity.</strong></em> While in bright light, the cloaker has disadvantage on attack rolls and Wisdom (Perception) checks that rely on sight.</p>","<p><em><strong>Multiattack.</strong></em> The cloaker makes two attacks: one with its bite and one with its tail. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one creature. <em>Hit:</em> 10 (2d6 + 3) piercing damage, and if the target is Large or smaller, the cloaker attaches to it. If the cloaker has advantage against the target, the cloaker attaches to the target's head, and the target is blinded and unable to breathe while the cloaker is attached. While attached, the cloaker can make this attack only against the target and has advantage on the attack roll. The cloaker can detach itself by spending 5 feet of its movement. A creature, including the target, can take its action to detach the cloaker by succeeding on a DC 16 Strength check. </p><p><em><strong>Tail.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 10 ft., one creature. <em>Hit:</em> 7 (1d8 + 3) slashing damage. </p><p><em><strong>Moan.</strong></em> Each creature within 60 feet of the cloaker that can hear its moan and that isn't an aberration must succeed on a DC 13 Wisdom saving throw or become frightened until the end of the cloaker's next turn. If a creature's saving throw is successful, the creature is immune to the cloaker's moan for the next 24 hours. </p><p><em><strong>Phantasms (Recharges after a Short or Long Rest).</strong></em> The cloaker magically creates three illusory duplicates of itself if it isn't in bright light. The duplicates move with it and mimic its actions, shifting position so as to make it impossible to track which cloaker is the real one. If the cloaker is ever in an area of bright light, the duplicates disappear.</p><p>Whenever any creature targets the cloaker with an attack or a harmful spell while a duplicate remains, that creature rolls randomly to determine whether it targets the cloaker or one of the duplicates. A creature is unaffected by this magical effect if it can't see or if it relies on senses other than sight.</p><p>A duplicate has the cloaker's AC and uses its saving throws. If an attack hits a duplicate, or if a duplicate fails a saving throw against an effect that deals damage, the duplicate disappears.</p>",,,,,,
Cloud Giant,"The Cloud Giant is a massive creature that towers over everything else in the game. It is incredibly slow and sluggish, but its attacks are incredibly powerful and can easily crush players. It is immune to most forms of damage, and can only be killed by using a special weapon or by using a very powerful magic attack.","Giant , Slow , Powerful , Immune to most damage","9 (5,000 Souls)","Huge giant,",14 (Natural Armor),200 (16d12 + 96),40 ft.,27,(+8),10,(+0),22,(+6),12,(+1),16,(+3),16,(+3),"CON +10, WIS +7, CHA +7","Insight +7, Perception +7",Passive Perception 17,"Common, Giant","<p><em><strong>Keen Smell.</strong></em> The giant has advantage on Wisdom (Perception) checks that rely on smell. </p><p><em><strong>Innate Spellcasting.</strong></em> The giant's innate spellcasting ability is Charisma. It can innately cast the following spells, requiring no material components: </p><p>At will: detect magic, fog cloud, light </p><p>3/day each: feather fall, fly, misty step, telekinesis </p><p>1/day each: control weather, gaseous form</p>","<p><em><strong>Multiattack.</strong></em> The giant makes two morningstar attacks. </p><p><em><strong>Morningstar.</strong></em> <em>Melee Weapon Attack:</em> +12 to hit, reach 10 ft., one target. <em>Hit:</em> 21 (3d8 + 8) piercing damage. </p><p><em><strong>Rock.</strong></em> <em>Ranged Weapon Attack:</em> +12 to hit, range 60/240 ft., one target. <em>Hit:</em> 30 (4d10 + 8) bludgeoning damage.</p>",,,,,,
Cockatrice,The Cockatrice is a monster that can be found in the game Dark Souls. It is a large bird-like creature that has a long neck and a beak that can deliver a powerful shock. It is also able to spit a corrosive acid that can melt away flesh.,"Danger , Horror , Nature , Strength",1/2 (100 Souls),Small monstrosity,11,27 (6d6 + 6),"20 ft., fly 40 ft.",6,(-2),12,(+1),12,(+1),2,(-4),13,(+1),5,(-3),,,"Darkvision 60 ft., Passive Perception 11",--,,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +3 to hit, reach 5 ft., one creature. <em>Hit:</em> 3 (1d4 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw against being magically petrified. On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours.</p>",,,,,,
Commoner,"The Commoner is a small, rat-like creature that scurries around in the dark, looking for food. It is not very strong, but can be dangerous in large numbers.","Survival , Dark , Scurrying , Small",0 (10 Souls),Medium humanoid,10,4 (1d8),30 ft.,10,(+0),10,(+0),10,(+0),10,(+0),10,(+0),10,(+0),,,Passive Perception 10,Any one language (usually Common),,"<p><em><strong>Club.</strong></em> <em>Melee Weapon Attack:</em> +2 to hit, reach 5 ft., one target. <em>Hit:</em> 2 (1d4) bludgeoning damage.</p>",,,,,,
Constrictor Snake,This monster would be a giant snake that would wrap itself around its prey and crush them. It would have razor sharp teeth and would be very difficult to kill.,"Survival , Strength , Size , Fear",1/4 (50 Souls),Large beast,12,13 (2d10 + 2),"30 ft., swim 30 ft.",15,(+2),14,(+2),12,(+1),1,(-5),10,(+0),3,(-4),,,"Blindsight 10 ft., Passive Perception 10",--,,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 5 (1d6 + 2) piercing damage. </p><p><em><strong>Constrict.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.</p>",,,,,,
Copper Dragon Wyrmling,"This small dragon wyrmling is covered in bright copper scales. It has a long neck and tail, and small wings that allow it to glide short distances. It is a young dragon, but already shows signs of the power it will one day wield.","Power , Courage , Loyalty , Independence",1 (200 Souls),Medium dragon,16 (Natural Armor),22 (4d8 + 4),"30 ft., climb 30 ft., fly 60 ft.",15,(+2),12,(+1),13,(+1),14,(+2),11,(+0),13,(+1),"DEX +3, CON +3, WIS +2, CHA +3","Perception +4, Stealth +3","Blindsight 10 ft., Darkvision 60 ft., Passive Perception 14",Draconic,,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (1d10 + 2) piercing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Acid Breath.</strong></em> The dragon exhales acid in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 18 (4d8) acid damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Slowing Breath.</strong></em> The dragon exhales gas in a 15-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.</p>",,Acid,,,,
