Prompt,Completion,Item Name,Item Description,ItemType
ItemName,,Rusted Anchor ,"A rusty anchor wielded as a weapon. Each of its four flukes is thick and sharp, enabling piercing attacks.

While the Tarnished left the Lands Between with their Lord, one boat alone was said to have been left behind.",
ItemName,,Sacred Chime,"Great hammer of the Royal Aegis. The power of the hammer's blessing has not faded completely, despite being exposed to the dark of the Undead Crypt. Sir Velstadt, known as the Royal Aegis, gave himself to the King both in life and death.",
ItemName,,Sacred Chime of Filianore,"A sacred chime blessed by Princess Filianore, matriarch of the church.Filianore's favor knows no boundaries, and this sacred chime expands the range of vicinity-affecting miracles that heal, cure, or provide other enhancements.",
ItemName,,Sacred Relic Sword,"Sword wrought from the remains of a god who should have lived a life eternal.

Thoughts on what the weapon portends are many and varied. Some consider it the mark of a great sin, or a sign of great devastation. Some think of it as the end of an age, while others; the beginning.",
ItemName,,Sacrificial Axe,"Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity.

The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.",
ItemName,,Sage's Crystal Rodd,"Crystal catalyst presented as a gift from the Crystal Sages to their favorite pupil, Kriemhild.Crystal spheres devour the will of the user, and this staff increases the potency of sorceries at the cost of increased FP consumption by Skills.Skill: Steady ChantBoost the strength of sorceries for a very short period. Works while equipped in either hand.",
ItemName,,Saint Bident,"A silver bident decorated by a holy symbol, formerly wielded by Saint Klimt. He discarded this weapon, that draws upon one's faith, on the day that he put his own faith behind him.Skill: ChargeHold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge.",
ItemName,,Saint-tree Bellvine,"Sacred chime for casting miracles of the Gods. A bellvine cut from a small saint-tree that has been meticulously tended to.Saint-tree bellvines are customary in the far north, and allow for faster casting than ordinary sacred chimes.",
ItemName,,Saint's Talisman,"Medium for casting miracles of the Gods. Ivory talismans are given only to women clerics, and faith greatly affects their effectiveness.There is a certain frailty to this talisman, which undermines the steadfastness granted by its Skill.Skill: Unfaltering PrayerTemporarily increases poise while casting miracles, preventing enemy attacks from interrupting prayer. Works while equipped in either hand.",
ItemName,,Sanctum Crossbow,"Crossbow wielded by sanctum knights.Strong attack fires dark bolts.These guardian knights were sentenced to eternal stewardship of the Sanctum in a clandestine ritual carried out in the great depths, but today the sanctum receives nary visitor.",
ItemName,,Sanctum Mace,"A mace wielded by sanctum soldiers.This mace was corrupted by poison when Sinh, the sleeping dragon, awoke.A mere mortal would be asphyxiated by the poison emitted when wielding this, but for the noxious sanctum soldiers, this fact matters none.",
ItemName,,Sanctum Repeating Crossbow,"Crossbow wielded by sanctum knights.Strong attack fires dark bolts.These guardian knights were sentenced to eternal stewardship of the Sanctum in a clandestine ritual carried out in the great depths, but today the sanctum receives nary visitor.",
ItemName,,Santier's Spear,"A spear that was embedded in a stone statue.According to an old local legend, a great spear was used to defeat Santier, the walking statue. Perhaps this is that very spear.But it will be difficult to utilize such a thing in the manner of a spear. Your only choice is to swing it around, and smite foes about the head.",
ItemName,,Saw Cleaver,"One of the trick weapons of the workshop, commonly used in the hunting business. This saw, effective at drawing the blood of beasts, transforms into a long cleaver that makes use of centrifugal force. The saw, with its set of blood-letting teeth, has become a symbol of the hunt, and only grows in effectiveness the more grotesquely transformed the beast.",
ItemName,,Saw Spear,"One of the trick weapons of the workshop, commonly used by those who dedicate themselves to the hunt. This saw, effective at drawing the blood of beasts, transforms into a medium-range spear. The saw, with its set of blood-letting teeth, has become a symbol of the hunt, and only grows in effectiveness the more grotesquely transformed the beast.",
ItemName,,Scepter of the All-Knowing,"Scepter in the form of a hand grasping a pearl. Signature weapon
of Sir Gideon Ofnir, the All-Knowing. The pearl stands for the
world, the heavens, and an eye, representing the many forms of
knowledge, never fully attainable. Even knowing that, the All-
Knowing's hand grasps for it.",
ItemName,,Scholar's Candlestick,".A candlestick covered in ivory scales once used by the Scholars of the Great Archives.This served as their guiding light, as well as a tool of self-restraint. Even today, wielders of this weapon benefit from the resulting sorcery-strengthening properties.",
ItemName,,Scimitar,"Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly. The scimitar's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales.",
ItemName,,Scimitar,"A small curved sword with a narrow blade. The rapid slashing of the lightweight scimitar hardly allows the victim to catch a breath. Has a sharp blade, but is rather ineffective against armour and hard skin.",
ItemName,,Scimitars,"A curved sword with a single-sided blade.
Delivers slashing attacks with its sharp blade, but is ineffective against armor and hides covered in tough scales.
Smaller in size than most curved swords, it carves into enemies with quick, sharp cuts.",
ItemName,,Scorpion's Stinger,"Dagger fashioned from a great scorpion's tail, glistening with scarlet rot.

A ceremonial tool used by heretics, crafted from the relic of a sealed outer god.",
ItemName,,Scythe,Halberd with a large blade. Scythe adjusted for battle. Designed especially for slicing. However one false swing leaves one wide open.,
ItemName,,Scythe,"A scythe fitted with a large custom blade.Has an extended slashing reach when swung broadly, but beware, these attacks make the wielder very vulnerable.",
ItemName,,Scythe of Nahr Alma,"The scythe used by Titchy Gren, and by believers in Nahr Alma, god of blood.Normally used only in ceremonies. Imbued with the power of dark.This is no place for talk of such things, however.",
ItemName,,Scythe of the Forlorn,"Scythe of the Forlorn, who wander the land of the Undead.The King's elder brother Aldia sought to overcome the curse through means unalike his sibling's.The Forlorn were born of Aldia's sinful infatuation.",
ItemName,,Scythe of Want,"A scythe born from the soul of Nashandra.The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land.The pieces began to coalesce again, becoming human in shape,Scholar of the First Sin changed to:A scythe born from the soul of Nashandra.The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land.After regaining their shapes, they crawled forth yearning for strong souls, in search of greater power.",
ItemName,,Sea Bow,"A bow built for sea-faring marine warriors.Has an extended range for hunting down sea monsters from afar.A great sea lies to the north of Drangleic, and beyond that is an explored continent that is home to things inhuman.",
ItemName,,Sellsword Twinblades,"Paired scimitars used by certain sellswords. The scimitars' sharp blades make for effective slashing attacks, but fare poorly against metal armor and tough scale-covered hides.With a scimitar in each hand, the wielder can vary their onslaught with unique left-handed attacks when in the proper stance.Skill: Spin SlashSlice into foes with a large spinning motion, and continue spinning to transition into a strong attack",
ItemName,,Sentry's Torch,Torch Given to protectors of the Erdtree. Its flames are bestowed with a special incantation which allows the bearer to see assassins cloaked in veils. Furnished on behalf of the Erdtree and the Grace-Given Lord such that a Night of Black Knives will never come again.,
ItemName,,Serpent Bow,"Malformed bow in the shape of a pair of poisonous snakes. Imbues arrows with poison through pagan magic, revealing its true worth when used with poison-infused arrows.
Used by assassins known as the Formless Serpents.",
ItemName,,Serpent-God's Curved Sword,"Curved sword fashioned in the image of an ancient serpent deity
and tool of a forgotten religion practiced on Mt. Gelmir.

Formerly used to offer up sacrifices, this sword restores HP upon
slaying an enemy.",
ItemName,,Serpent-Hunter,"Weapon that serves as both greatsword and spear. Thought to
have been used to hunt an immortal great serpent in the distant
past, it manifests a long blade of light when facing such a creature.

When their master's heroic aspirations degenerated into mere
greed, his men searched for a weapon with which they might halt
their lord.",
ItemName,,Serpentbone Blade,"Sinister katana modeled after a serpent bone.

The densely packed row of spines that jut away from the cutting edge are coated in a lethal poison.",
ItemName,,Server,A curved greatsword used in a mysterious ancient rite. Imbued with a frightful occult energy which restores HP with each hit.,
ItemName,,Shadow Dagger,"Dagger used by those who lurk in the shadows. Formed by bending a sword into the shape of a dagger.In Mirrah, the land of knights, there exists an order of shadow knights who carry out assassinations in the cover of darkness.Those who fled even the order of shadow knights had rejected all forms of honor, and resorted to unseemly mercenary work.",
ItemName,,Shamshir,"Curved sword with a thin blade of ample length. Light of weight despite its larger size, its slicing attacks come in rapid succession.

A devastatingly powerful weapon in the hands of a skilled swordsman.",
ItemName,,Shield Crossbow,"Crossbow created from the soul of the Executioner's Chariot. Iron plate serves as a shield while firing.The merciless chariot inflicted agony upon others with utter impunity, and the crossbow created from its soul strives to protect from possible retribution.",
ItemName,,Short Bow,Small bow. Standard projectile weapon. Equip arrows to use. The Short Bow is the standard bow and very useful for luring things. This bow has both a lighter weight and a faster shooting speed than a longbow.,
ItemName,,Short Bow,"The type of small bow used by hunters in training. Equip arrows to use.Equip up to two types of arrows to give yourself immediate options in battle. Use arrows to hit enemies from afar to gain the upper hand by drawing first blood.",
ItemName,,Short Spear,"An exceedingly plain spear of modest weight.

Simple to wield compared to many of its peers, its strong attack unleashes a series of successive piercing thrusts.",
ItemName,,Shortsword,"This small straight sword is widely used to an extent only matched by the longsword. An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations.",
ItemName,,Shortsword,"A small straight sword. Longer than a dagger, but still lightweight.Widely used, as it requires no particular strength. A reasonable choice that will suffice in many situations, but not the thing to take along if you expect to face any serious challenge.",
ItemName,,Shotel,"Curved sword with sharply curved blade. Created by Arstor, Earl of Carim. Requires great skill to wield, but evades shield defense to sneak in damage.",
ItemName,,Shotel,"A uniquely-shaped curved sword.The name of its creator is unknown, but he was clearly a true craftsman. The curved blade is designed to reach around an opponent's shield to deal damage.",
ItemName,,Shotel ,"Curved sword with a severely hooked blade. Its attacks can slip through an enemy's guard. 

Made to hunt down humans, this weapon requires high dexterity to wield efficiently. ",
ItemName,,Siluria's Tree,"Siluria's Tree, weapon of one of the two honored as foremost among the Crucible Knights.

The primordial form of the Erdtree is close in nature to life itself, and this spear, modeled on its crucible, is imbued with ancient holy essence.",
ItemName,,Silver Knight Spear,The silver knights of Anor Londo guard the city using this beautifully slender weapon. The spear can be wielded by both hands in a focused thrust that uses one's body weight or swung in a large sweeping motion.,
ItemName,,Silver Knight Straight Sword,"The silver knights of Anor Londo guard the city using this beautifully slender weapon. Its chain attacks, in which the wielder takes great advancing steps and makes use of his bodyweight, are deadly even in single hits.",
ItemName,,Silverblack Sickle,"A silver-black sickle imbued with the power of dark. The large arced blade reaches around shields and inflicts damage.The grave wardens vowed to ensure the tranquility of those who slumber in the Undead Crypt. If one dares disturb them, the grave wardens make no allowance for stature or riches, and will readily bury them along with the others.",
ItemName,,Silverblack Spear,"A silver-black spear imbued with the power of dark.The grave wardens vowed to ensure the tranquility of those who slumber in the Undead Crypt.If one dares disturb them, the grave wardens make no allowance for stature or riches, and will readily bury them along with the others.",
ItemName,,Simon's Bowblade,"Choice weapon of Simon, one of the first Healing Church hunters. Simon despised firearms, and so the Church workshop had this specially fashioned to his liking. The large curved blade serves as a bow when transformed. But aside from a few close friends, Simon was scoffed at for his choice of arms, for who would dare face the beasts with a measly bow?",
ItemName,,Smelter Hammer,"Weapon wielded by the iron warriors that wander Brume Tower.Appears to have once been an axe, but in this terribly melted state it is little more than a great lump that crushes its foes by virtue of its sheer weight.",
ItemName,,Smelter Sword,"An ultra greatsword forged from the soul of the Smelter Demon. Its blade bears the strength of terrible flames, a latent power unleashed by a strong attack. The earth spouted fire, and a beast arose from the flames. The short-sighted king was incinerated by the creature in one swing, and his castle devoured in a sea of flames.",
ItemName,,Smough's Great Hammer,"Twisted great Hammer associated with Smough, the last knight to remain at his post, guarding the ruined cathedral.Restore HP while attacking, a carryover from Smough's past as an executioner.",
ItemName,,Smough's Hammer,Great Hammer from the soul of executioner Smough who guards the cathedral in the forsaken city of Anor Londo. Smough loved his work and ground the bones of his victims into his own feed ruining his hopes of being ranked with the Four Knights,
ItemName,,Sniper Crossbow,"Large crossbow with long distance used by Carim snipers. Often used with sniper bolts. But while crossbows are normally easy to use, the Sniper Crossbow requires dexterity.",
ItemName,,Sniper Crossbow,"Long-range heavy crossbow used by Carim snipers.Its lengthy base makes aiming difficult, and accurate usage requires a trained, dexterous hand.",
ItemName,,Soldering Iron,"Branding iron used by the jailers prowling Irithyll Dungeon.Press its searing tip against foes to inflict fire damage, and temporarily block Estus healing.",
ItemName,,Soldier's Crossbow,"A crossbow of simple make, usable by anyone, but lacking in both
power and accuracy.

Bolts must be equipped to use a crossbow.",
ItemName,,Sorcerer's Catalyst,Sorcery catalyst used by sorcerers of Vinheim Dragon School. Equip catalyst to use sorceries. Attune sorceries from a scroll at a bonfire. Most sorceries have limited number of uses.,
ItemName,,Sorcerer's Staff,"The first staff of most sorcerers. A catalyst for sorceries and hexes.To use sorceries, attune a sorcery at a bonfire and equip a staff.The strength of most sorceries is affected by the caster's intelligence.",
ItemName,,Sorcerer's Staff,"Staff used to cast sorceries. A common catalyst given to sorcerers of the Vinheim Dragon School.Equip a catalyst to use sorceries. Sorceries must be tuned at a bonfire before use.Skill: Steady ChantBoost the strength of sorceries for a very short period. Works while equipped in either hand.",
ItemName,,Sorcerer's Twinblade,"A twinblade originating in Melfia. Doubles as a Catalyst for Sorcery.A rare weapon used by very few warriors, owing to its dependence in honed skills with both staff and sword.",
ItemName,,Spear,Standard spear used commonly by soldiers. Long reach and can be used with shield up. Effective against hard exteriors and hits for high damage at the right moment of an enemy's swing. But the hit radius is small and it is easily blocked by shields,
ItemName,,Spear,"A standard spear.Spears allow one to attack a foe from a distance, and while holding up a shield.Thrusting attacks are effective even against opponents with strong defense, but they have a narrow point of contact and won't effectively break through a shielded defense.",
ItemName,,Spider Fang,"Curved sword forged from the soul of the Duke's Dear Freja.Its blade is coated with a sticky silk that is cast with each strong attack, slowing enemy movement.Supposedly, the duke himself, an eccentric soul fascinated with spiders, went on to take a form that was far from human.",
ItemName,,Spider's Silk,"Thrusting sword forged from the soul of the Duke's Dear Freja.Its needle-like blade can easily pierce the seams of the toughest armor.Supposedly, the duke himself, an eccentric soul fascinated with spiders, went on to take a form that was far from human.",
ItemName,,Spiked Caestus,"A Caestus with the rivets replaced by blood loss-inducing spikes.

Fists weapons come in pairs, and two-handing this weapon will it to both hands.",
ItemName,,Spiked Club,"A club with beast fangs wrapped around the striking end. The uneven spread of fangs causes blood loss.

Given only to the toughest of demi-humans, this weapon is a badge of honor. Or so the demi-humans believe.",
ItemName,,Spiked Mace,"Choice weapon of the evangelists of the Cathedral of the Deep, mentors of the dwellers of the Undead Settlement. Its long, sharp spikes cause great pain and bleeding.",
ItemName,,Spiked Spear,"Weapon comprised of a spiked cylinder attached to a long pole. Capable of dealing strike damage when swung. The spikes induce blood loss.

Weapon of the Marionette Soldiers employed by sorcerers.",
ItemName,,Spitfire Spear,"A spear said to have been forged in Aldia.Contains the power of a great flame, which is unleashed in a strong attack.The mysterious Lord Aldia secluded himself inside a manor to conduct various experiments.Those invited to the manor disappeared, replaced over time with malformed beasts that formed its halls",
ItemName,,Splitleaf Greatsword,"A long-handled greatsword that made its way from a distant land. Crafted entirely with steel, making it exceedingly heavy.Splitleaf refers to the shape of the great blade, and its resemblance to the veins of a leaf.Skill: Wind WheelSpin weapon vigorously above head and sweep foes, and transition with normal or strong attack for continued spin attacks, which whip up wind and gain momentum, strengthening subsequent attacks.",
ItemName,,Spotted Whip,"A whip born from the soul of the Demon of Song. Covered with strange spots that betray its poisonous effects.The Demon's sonorous voice, in stark contrast to its hideous form, is sure intended to lure people close so that it may devour them.",
ItemName,,St. Trina's Torch,"Candlestand torch that burns with a light-purple flame. The carvings depict St. Trina, but in adult form, somewhat unnervingly.

The light-purple flame induces sleep.",
ItemName,,Staff of Amana,"Staff held by a priestess of Amana. A ritual staff that was not intended for use in battle, but nevertheless it functions as a catalyst for sorceries and hexes.The Demon was contained within the shrine by sacred rituals. but over time the tradition was lost, and the Demon set free. It gained knowledge, and learned to lure humans into its lair using song.",
ItemName,,Staff of Loss,"Staff missing its glintstone. Wielded by sorcerers who believe that discovery comes through acts of asceticism.

This staff only distinguishes itself when casting invisibility sorceries, but that is reason enough for some to wield it.",
ItemName,,Staff of the Avatar,"Ceremonial staff depicting the Erdtree in its historic radiance. Wielded by the avatars who protect the Minor Erdtrees.

The avatars, emerging in the wake of the Elden Ring's shattering, were determined to protect the withering Erdtree's offspring.",
ItemName,,Staff of the Guilty ,"A heretical staff fashioned from a smoldering, withered sapling that turns the blood of sacrifices pierced by it into glintstone. Similar to hex magic.

Sorceries are scaled with faith rather than intelligence when wielding this staff which enhances Thorn sorceries in particular.",
ItemName,,Staff of Wisdom,"Staff of the lost land of Olaphis. Sorcery-dedicated catalyst.Cannot be used to cast hexes. The crystal at the tip of the staff greatly augments spell strength.Already a finely-crafted staff, made even more effective by its crystal, the brilliance of which has been polished over time with powerful magic.",
ItemName,,Stake Driver,"A trick weapon fashioned by the workshop heretics, the Powder Kegs. Favored by the retired hunter Djura. The stake driver, with its queerly complex design, violently drives thick stakes into the flesh of foes. The stake driver allows for high-damage critical attacks, but is difficult to use and leaves its wielder wide open, but none of this should bother a mere Powder Keg.",
ItemName,,Star Fist ,"Spherical iron manifer covered in spikes which induce blood loss. 

Used in brutal games of pugilism",
ItemName,,Starscourge Greatsword,"Curved greatswords of black steel wielded by General Radahn. A pair of weapons decorated with a lion mane motif.

Radahn earned considerable renown as the Starscourge in this youth, and it is said that it was during this time he engraved the gravity crest up these blades. ",
ItemName,,Steel-Wire Torch,"Torch wound with metal wire. The flame can illuminate dark locales, or be used to attack enemies.

Heavier than a normal torch, but the heated filament boosts fire damage dealt.",
ItemName,,Stone Club,"Signature weapon of battlemages, hewn from hard glintstone. 
This club is much heavier than its size suggests, but has no magic power.

So that they not lose sight of the true essence of combat, battlemages prefer to feel the impact of their blows, fighting their opponents hand to hand.",
ItemName,,Stone Greataxe,Greataxe borne by the stone knights who guard the forest Sanctuary. This greataxe requiring inhuman strength to wield and more fitted to manual labor than battle is nevertheless completely lethal,
ItemName,,Stone Greatsword,The Stone Knights who guard the Darkroot Garden wield this moss-covered greatsword. The same magic which created the Stone Knights is imbued in the sword. Unleash this power by wielding the sword with two hands.,
ItemName,,Stone Twinblade,"Twinblade of the castle stone soldiers.Sir Velstadt could always be found at the King's side, and followed him when he fled. The knights in his service waited patiently for his return, but turned to stone before he did.",
ItemName,,Storm Curved Sword,"Curved sword imbued with the strength of the Stormdrake.The Nameless King, ally of the ancient dragons, fought beside the Stormdrake in countless battles. When the great beast fell, the king claimed his soul, as was the custom in the age of godsSkill: TornadoImbue blade with the wrath of storm in a spinning motion, and follow with a strong attack to bear that wrath upon foes.",
ItemName,,Storm Ruler,"Greatsword with a broken blade, also known as the Giantslayer for the residual strength of storm that brings giants to their knees.Yhorm the Giant once held two of these, but gave one to the humans that doubted him, and left the other to a dear friend before facing his fate as a Lord of Cinder.Skill: Storm KingAssume stance to imbue sword with storm. Most effective when facing giants.",
ItemName,,Stormhawk Axe,"Battle axe designed to resemble a hawk, with its wings comprising the blade. Signature weapon of warriors who strive to remain one with the storm, despite being so far from their place of birth.

Their hearts are proud, and thereby easily undone.",
ItemName,,Storyteller's Staff,"Staff of a heretic storyteller who shares tales of the Painted World to forlorn souls.The storytellers, too, are wretched beings with no place to go. Their bodies, souls, and even their staves are all tainted through and through.Skill: Poison SporesExpel noxious spores from the formless, parasitical things that inhabit the staff.",
ItemName,,Straight Sword Hilt,"The hilt of this lost sword was found discarded in the Undead Asylum. Only slightly better than one's bare hands, and not recommended for extensive use. Be certain to find a replacement quickly.",
ItemName,,Sun Sword,"A well-forged long sword.Of unknown origin, and exhibiting no special power, but sturdily crafted.Perhaps it does not live up to its name, but nevertheless, merely wielding this sword seems to cause warmth to well up within one's bosom.",
ItemName,,Sunless Talisman,"Talisman given to the knights of the Sunless Realm, who serve the nameless moon.Scales with intelligence, which is rare for a miracle catalyst, but makes it compatible with Dark. In this Sunless Realm, this fact is related first as an initial warning.",
ItemName,,Sunlight Straight Sword,This standard longsword belonging to Solaire of Astora is of high quality is well-forged and has been kept in good repair. Easy to use and dependable but unlikely to live up to its grandiose name.,
ItemName,,Sunlight Straight Sword,"Straight sword imbued with the strength of lightning.This featureless long sword contains the very power of the sun. Perhaps is a relic of one-sided adoration.",
ItemName,,Sunlight Talisman,"Medium for casting miracles of the Gods. The talisman of Solaire of Astora, the Knight of Sunlight, is decorated with a holy symbol, illustrated by Solaire himself. This talisman is a projection of Solaire's upstanding, unwavering faith.",
ItemName,,Sunlight Talisman,"The Knight of Sunlight's personal talisman for casting miracles of the Gods.The talisman bears the Knight's own holy illustration, an emblem of his unwavering faith. Use of the talisman's Skill fills the user with similar steadfastness.",
ItemName,,Sunset Staff,"A staff said to have been forged in Aldia. A catalyst for sorceries and hexes. Particularly powerful for casting hexes.The mysterious Lord Aldia secluded himself inside a manor to conduct various experiments. Those invited to the manor disappeared, replaced over time with malformed beasts that roamed its halls.",
ItemName,,Sword of Milos,"Sinister greatsword fashioned from a giant's backbone.
Metes out wounds like a lopsided saw-blade, and restores some FP upon defeating an enemy.

Milos was undersized for a giant, and was viewed as sullied and terribly grotesque.",
ItemName,,Sword of Night and Flame,"Storied sword and treasure of Caria Manor.
One of the legendary armaments.

Astrologers, who preceded the sorcerers, established themselves in mountaintops that nearly touched the sky, and considered the Fire Giants their neighbors.
",
ItemName,,Sword of St Trina,"Silver sword carried by clerics of St. Trina. Inflicts sleep ailment upon foes.
St. Trina is an enigmatic figure. Some say she is a comely young girl, others are sure he is a boy. The only certainty is that their appearance was as sudden as their disappearance.",
ItemName,,Syan's Halberd,"Replica of the halberd of the loyal knight Syan.A meticulously-crafted, distinguished weapon.Sir Syan was widely known as the kingdom'smost loyal knight, and when the Giants invaded,he volunteered to lead the advance party,but was slaughtered most dishonorablyThe King commissioned replicas of Syan'saccoutrements and bestowed them topromising knights, but not long after theydonned the armor did they thoroughly go mad. ",
ItemName,,Tailbone Short Sword,"Twisted dagger favored by the wretched, failed prisoners of Irithyll Dungeon.Crafted from a feeble tailbone, and seen as a sign of the dragons. Their screams are oft heard inside the dungeon, as they naively mutilate their unworthy flesh.",
ItemName,,Tailbone Short Sword,"Twisted dagger favored by the wretched, failed prisoners of Irithyll Dungeon.Crafted from a feeble tailbone, and seen as a sign of the dragons. Their screams are oft heard inside the dungeon, as they naively mutilate their unworthy flesh.",
ItemName,,Tailbone Spear,"Twisted spear favored by the wretched, failed prisoners of Irithyll Dungeon.Crafted from a feeble tailbone, and seen as a sign of the dragons. Their screams are oft heard inside the dungeon, as they naively mutilate their unworthy flesh.Skill: Unleash DragonThrust the spear to unleash the strength of dragons, similar to an ancient dragon weapon, only with its power tragically faded.",
ItemName,,Talisman,Medium for casting miracles of the Gods. Standard talisman issued to common believers. Equip talisman to cast miracles. Attune miracles from a scroll at a bonfire. Most miracles have limited number of uses.,
ItemName,,Talisman,"Talisman for casting miracles of the Gods. Once a very common item among the ranks of the old Way of White.Equip a Talisman or a sacred chime to cast miracles. Miracles must be attuned at a bonfire before use.",
ItemName,,The Izalith Staff,"Ancient catalyst of the Witch of Izalith and her daughters, used long before the dawn of chaos and of pyromancy.With the birth of the Chaos Flame, the flame witches were at once both sorcerers and shamans. Faith adjusts the power of sorceries cast using this catalyst, and the staff also seems to boost the power of dark sorceries.",
ItemName,,The Moonlight Greatsword,This sword one of the rare dragon weapons came from the tail of Seath the Scaleless the pale white dragon who betrayed his own. Seath is the grandfather of sorcery and this sword is imbued with his magic which shall be unleashed as a wave of moonlight,
ItemName,,The Scavenger's Curved Sword,"Unique curved sword, notched like shark's teeth.
Weapon carried by corpse pillagers who prowl the sites of old battles.

The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",
ItemName,,Thief Dagger,"Dagger with a crooked tip.A common accessory of thieves, shoddily crafted and without much bite",
ItemName,,Thorned Greatsword,"A greatsword forged from the soul of the Looking Glass Knight.Strong attack unleashes its latent power.Fearing something wicked, the King fled the castle and never returned.But his warrior, forever true to his command, stands ready to expunge those who would challenge him.Effect: special attack (strong attack)",
ItemName,,Thorolund Talisman,"Medium for casting miracles of the Gods. This talisman is only granted to high-ranking Thorolund clerics. Has high miracle adjustment which, thanks to divine protection, is not dependent upon faith.",
ItemName,,Threaded Cane,"One of the trick weapons of the workshop, commonly used by hunters on their duties. Sufficiently deadly as a rigid bladed cane, but also serves as a whip when its blade is split into many. Concealing the weapon inside the cane and flogging the beasts with the whip is partly an act of ceremony, an attempt to demonstrate to oneself that the bloodlust of the hunt will never encroach upon the soul.",
ItemName,,Tin Banishment Catalyst,"Catalyst of the banishment sorcerers who flooded New Londo to seal off away the Darkwraiths and the Kings who fell to Dark. In contrast to other catalysts, the metal catalyst qualifies as a weapon, as it inflicts physical damage, however small.",
ItemName,,Tin Crystallization Catalyst,"Catalyst imbued in terrifying crystal magic. Used by Logan after his fixation on Seath. Makes all sorceries incredibly powerful, but demands extremely high intelligence from its wielder, and halves sorcery usages.",
ItemName,,Tin Darkmoon Catalyst,"Catalyst born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo. Gwyndolin is Gwyn's lastborn and a legitimate god, but he is also a Moon sorcerer, and this wand is boosted by faith, not intelligence.",
ItemName,,Titanite Catch Pole,Weapon of the titanite demon a faceless stone monster born from titanite slab. One of the enchanted weapons perhaps from residual power of the titanite slab. Known for its leaping attack which comes smashing down on foes from above,
ItemName,,Tonitrus,"A unique trick weapon contrived by Archibald, the infamous eccentric of the Healing Church workshop. Striking this peculiar iron morning star flail like a match generates the same blue sparks that blanket a darkbeast. Unfortunately, for reasons untold, the hunters of Archibald's time did not fully take to the device.",
ItemName,,Torchpole,"Torch fastened to a long pole. Lights up dark areas, but cannot be
raised overhead.

Used by soldiers on watch, its attacks set foes aflame.",
ItemName,,Transgressor's Staff,"A staff enwreathed in a matte blackness.Found in the heart of the Dark Chasm. A catalyst for sorceries and hexes.No one knows what lies beyond the dark passages found across Drangleic, but perhaps they are better left undisturbed.",
ItemName,,Treespear,"Golden spear with tree-like design. Wielded by knights employed as palace guards in the Royal Capital of Leyndell. Deals holy damage. 

Requiring superior dexterity to wield, this greatspear can perform consecutive thrust attacks despite its larger size.  ",
ItemName,,Troll Knight's Sword,"Greatsword embedded with a blue glintstone.
Weapon of the trolls in service to the royal family of Caria.

Called into service when the Queen invoked an oath they swore,
the trolls are treated as true knights of Caria, and fight arm in arm with their human comrades.",
ItemName,,Troll's Golden Sword,"Sword given to the lesser giants who fought for the Erdtree
during the War against the Giants long ago.

Though the giants have lost their minds, they stay inseparable from their
swords that are in sad shape—such that the gold plating had flaked away.",
ItemName,,Troll's Hammer,"Mining tool of stonedigger trolls used to crack bedrock. 

Trolls are descended from the giants, and these were supposedly once used as ceremonial smithing tools. In the distant past, smithing was considered divine. ",
ItemName,,Twin Princes' Greatsword,"Sword forged from the reunion of the inseparable swords born from the souls of Lothric and Lorian, the twin princes.Their union is rooted in a curse, and perpetuated by grief.Skill: Sacred Light and FlameWhile in stance, use normal attack to cast Sacred Lothric Light, and strong attack to cast Flame of Lorian.",
ItemName,,Twin-Headed Greatbow,"A greatbow made of animal bone. The fine craftmanship suggests that it originates in Lanafir.The unusual design appears to have ceremonial implications, but may simply be intended to intimidate foes.",
ItemName,,Twinblade,".A twinblade fashioned from rare geisteel. Designed for high-ranking Drangleic knights, hence the decorative design.Geisteel equipment is of the finest make, but geisteel is so rare that very few of these weapons were actually used in combat.",
ItemName,,Twinblade,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield, and requires high dexterity.

Can be wielded with a single hand, but its true strength is enabled 
with dual-handed spinning attacks.
",
ItemName,,Twinned Knight Swords,"An attractive twinblade of fine make that prizes the chivalric way. 

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",
ItemName,,Uchigatana,"Katana forged in an Eastern land. Known for its brisk slashing motions. The Uchigatana cuts beautifully and causes bleeding, but its blade is easily nicked",
ItemName,,Uchigatana,"A katana of unknown origin. Crafted with a peculiar yet refined technique.The finely-sharpened blade of a katana slices with unmistakable smoothness, but should be wielded with caution, as its delicate constitution means it's easily worn.",
ItemName,,Umbral Dagger,"A sharp dagger.Crafted to facilitate assassinations with a focused backstab.One true strike with this blade, and your work will be done.",
