Prompt,Completion
Generate ESB MonsterName:,Crystal Knight
Generate ESB MonsterName:,Undead Attack DOg
Generate ESB MonsterName:,Vile Maggot
Generate ESB MonsterName:,Pisaca
Generate ESB MonsterName:,Wisp
Generate ESB MonsterName:,Moonlight Butterfly
Generate ESB MonsterName:,Mass of Souls
Generate ESB MonsterName:,Mimic
Generate ESB MonsterName:,Possessed Tree
Generate ESB MonsterName:,Banshee
Generate ESB MonsterName:,Silver Knight
Generate ESB MonsterName:,Egg Carrier
Generate ESB MonsterName:,Ghost
Generate ESB MonsterName:,Cragspider
Generate ESB MonsterName:,Giant Leech
Generate ESB MonsterName:,Crow Demon
Generate ESB MonsterName:,Drake
Generate ESB MonsterName:,Basilisk
Generate ESB MonsterName:,Undead Mage
Generate ESB MonsterName:,Infested Ghoul
Generate ESB MonsterName:,Large Rats
Generate ESB MonsterName:,Man-Eater Shell
Generate ESB MonsterName:,Darkwraith Knight
Generate ESB MonsterName:,Hollow
Generate ESB MonsterName:,Undead Crystal Archer
Generate ESB MonsterName:,Bonewheels
Generate ESB MonsterName:,Man Serpent
Generate ESB MonsterName:,Engorged Zombie
Generate ESB MonsterName:,Ents
Generate ESB MonsterName:,The Channeler
Generate ESB MonsterName:,The Black Knights
Generate ESB MonsterName:,Forest Protectors
Generate ESB MonsterName:,Blowdart Sniper
Generate ESB MonsterName:,Pursuer
Generate ESB MonsterName:,Looking Glass Knight
Generate ESB MonsterName:,Lost Sinner
Generate ESB MonsterName:,Belfry Gargoyle
Generate ESB MonsterName:,Ruin Sentinel
Generate ESB MonsterName:,The Rotten
Generate ESB MonsterName:,Old Dragonslayer
Generate ESB MonsterName:,Old Iron King
Generate ESB MonsterName:,Guardian Dragon
Generate ESB MonsterName:,"Velstadt, the Royal Aegis"
Generate ESB MonsterName:,Dragonrider
Generate ESB MonsterName:,Aldia Warlock
Generate ESB MonsterName:,Amana Aberration
Generate ESB MonsterName:,Archdrake Pilgrim
Generate ESB MonsterName:,Ashen Warrior
Generate ESB MonsterName:,Astrologist
Generate ESB MonsterName:,Banedigger
Generate ESB MonsterName:,Catarina Knight
Generate ESB MonsterName:,Covetous Demon
Generate ESB MonsterName:,Crescent Sickle Phantom
Generate ESB MonsterName:,Dragonfang Villard
Generate ESB MonsterName:,Executioner
Generate ESB MonsterName:,Flame Lizard
Generate ESB MonsterName:,Forrest Grotesque
Generate ESB MonsterName:,Foreign Wanderer
Generate ESB MonsterName:,Forlorn
Generate ESB MonsterName:,Ogre
Generate ESB MonsterName:,Old Knight
Generate ESB MonsterName:,Nimble Shadow
Generate ESB MonsterName:,Mongrel Rat
Generate ESB MonsterName:,Lion Clan Warrior
Generate ESB MonsterName:,Knight Phantom
Generate ESB MonsterName:,Ironclad Soldier
Generate ESB MonsterName:,Hollow Priest
Generate ESB MonsterName:,Royal Swordsman
Generate ESB MonsterName:,Rampart Golem
Generate ESB MonsterName:,Prowling Magus
Generate ESB MonsterName:,Parasitized Undead
Generate ESB MonsterName:,Poison Moth
Generate ESB MonsterName:,Possessed Armor
Generate ESB MonsterName:,Spider Drone
Generate ESB MonsterName:,Stone Knight
Generate ESB MonsterName:,Tseldoran Settler
Generate ESB MonsterName:,Wall Spectre
Generate ESB MonsterName:,Witchtree
Generate ESB MonsterName:,Fume Sorcerer
Generate ESB MonsterName:,Eleum Loyce Giant
Generate ESB MonsterName:,Lesser Red Wolf of Radagon
Generate ESB MonsterName:,Death Bird
Generate ESB MonsterName:,Mad Pumpkin Head
Generate ESB MonsterName:,Lesser Glintstone Dragon
Generate ESB MonsterName:,Bloody Finger Nerijus
Generate ESB MonsterName:,Living Jar
Generate ESB MonsterName:,Omen
Generate ESB MonsterName:,Baleful Shadow
Generate ESB MonsterName:,Farum Azula Dragon
Generate ESB MonsterName:,Crystal Snail
Generate ESB MonsterName:,Lesser Bloodhound Knight
Generate ESB MonsterName:,Haligtree Knight
Generate ESB MonsterName:,Inquisitor Ghiza
Generate ESB MonsterName:,Lion Guardian
Generate ESB MonsterName:,Nox Monk
Generate ESB MonsterName:,Lesser Crystalian
Generate ESB MonsterName:,Lesser Cleanrot Knight
Generate ESB MonsterName:,Lesser Ulcerated Tree Spirit
Generate ESB MonsterName:,Night Maiden
Generate ESB MonsterName:,Mad Tongue Alberich
Generate ESB MonsterName:,Knight of Zamor
Generate ESB MonsterName:,Fire Prelate
Generate ESB MonsterName:,Raya Lucaria Knight
Generate ESB MonsterName:,Albinauric Wolfback Archer
Generate ESB MonsterName:,Leyndell Soldier
Generate ESB MonsterName:,Starcaller
Generate ESB MonsterName:,Moongrum Carian Knight
Generate ESB MonsterName:,Demi-Human Queen
Generate ESB MonsterName:,Troll
Generate ESB MonsterName:,Golem
Generate ESB MonsterName:,Imp
Generate ESB MonsterName:,Ancestral Follower
Generate ESB MonsterName:,Azula Beastman
Generate ESB MonsterName:,Flame Guardian
Generate ESB MonsterName:,Guardian
Generate ESB MonsterName:,Lesser Kindred of Rot
Generate ESB MonsterName:,Oracle Envoy
Generate ESB MonsterName:,Duelists
Generate ESB MonsterName:,High Page
Generate ESB MonsterName:,Nameless White Mask
Generate ESB MonsterName:,Beast Patient
Generate ESB MonsterName:,Gravekeeper Scorpion
Generate ESB MonsterName:,Maneater Boar
Generate ESB MonsterName:,Hemwick Grave Woman
Generate ESB MonsterName:,Merciless Watcher
Generate ESB MonsterName:,Beast-possessed Soul
Generate ESB MonsterName:,Hunting Dog
Generate ESB MonsterName:,Mergo's Attendant
Generate ESB MonsterName:,Bloodlicker
Generate ESB MonsterName:,Huntsman
Generate ESB MonsterName:,Bone Ash Hunter
Generate ESB MonsterName:,Brick Troll
Generate ESB MonsterName:,Nightmare Apostles
Generate ESB MonsterName:,Brain of Mensis
Generate ESB MonsterName:,Hateful Maggot
Generate ESB MonsterName:,Keeper's Hunting Dog
Generate ESB MonsterName:,Brainsucker
Generate ESB MonsterName:,Pilgrim
Generate ESB MonsterName:,Snatcher
Generate ESB MonsterName:,Carrion Crow
Generate ESB MonsterName:,Rotted Corpse
Generate ESB MonsterName:,Scourge Beast
Generate ESB MonsterName:,Chapel Giant
Generate ESB MonsterName:,Shadow of Yharnam
Generate ESB MonsterName:,Corvian
Generate ESB MonsterName:,Corvian Storyteller
Generate ESB MonsterName:,Smoldering Ghru
Generate ESB MonsterName:,Winged Knight
Generate ESB MonsterName:,Poisonhorn Bug
Generate ESB MonsterName:,Lycanthrope
Generate ESB MonsterName:,Court Sorcerer
Generate ESB MonsterName:,Darkwraith
Generate ESB MonsterName:,Sewer Centipede
Generate ESB MonsterName:,Stray Demon
Generate ESB MonsterName:,Overgrown Lothric Knight
Generate ESB MonsterName:,Judicator
Generate ESB MonsterName:,Infested Corpse
Generate ESB MonsterName:,Wretch
Generate ESB MonsterName:,Maggot-grub
Generate ESB MonsterName:,Headless Gargoyle
Generate ESB MonsterName:,Thrall
Generate ESB MonsterName:,Crystal Lizard
Generate ESB MonsterName:,Desert Pyromancer
Generate ESB MonsterName:,Harald Knight
Generate ESB MonsterName:,Angel
Generate ESB MonsterName:,Angel Pilgrim
Generate ESB MonsterName:,Flesh of Aldrich
Generate ESB MonsterName:,Deep Accursed
Generate ESB MonsterName:,Drang Knights
Generate ESB MonsterName:,Rock Lizard
Generate ESB MonsterName:,Drakeblood Knight
Generate ESB MonsterName:,Scholar
Generate ESB MonsterName:,Ghru Leaper
