Item Name,Item Description,Story
Uchigatana,"A katana of unknown origin. Crafted with a peculiar yet refined technique. The finely-sharpened blade of a katana slices with unmistakable smoothness, but should be wielded with caution, as its delicate constitution means it's easily worn.","The katana was crafted with a peculiar yet refined technique. The finely-sharpened blade of the katana slices with unmistakable smoothness, but should be wielded with caution, as its delicate constitution means it's easily worn."
Ultra Greatsword,"This ultra greatsword, with its thick blade, is one of the heaviest of its kind. Highly destructive if intolerably heavy. There would appear to be some credence to the rumors that this sword tested the true limits of human strength.","The sword is so heavy that it takes two people to carry it. It is said that the sword was designed to test the true limits of human strength. If wielded correctly, the sword is highly destructive. However, if the sword is too heavy to carry, it can be devastating."
Umbral Dagger,"A sharp dagger. Crafted to facilitate assassinations with a focused backstab. One true strike with this blade, and your work will be done.","The sharp dagger was crafted with the intention of facilitating assassinations. Its sharp blade was designed to deliver a focused backstab, allowing the user to quickly and easily take down their target."
Undead Hunter Charm,"Tool used to hunt down the Undead. Block Estus recovery within a limited area. Used long ago by Lloyd's cleric knights on their Undead hunts. Although Allfather Lloyd is long forgotten by the Way of White, his hunts have lived on, and this charm allows one to challenge Undead without fear of tenacious healing.","The Undead Hunter's Charm is a tool used by clerics of Lloyd to hunt down Undead. It allows the user to recover Estus quickly within a limited area, making it a valuable tool for hunting down Undead. Although the charm is long forgotten by the Way of White, its power lives on in the hands of those who seek to challenge Undead without fear of their tenacious healing."
Undead Legion Armor,"Attire of the Abyss Watchers, the Undead Legion of Farron. A black-dyed leather vest worn over chainmail. These undead warriors vowed to partake of wolf blood. They acted in the dark, seeking out any sign of the Abyss, fighting with a constant war with its abominations. A black-dyed leather vest worn over chainmail. Black-dyed leather tied around the arms, with only the left fitted with a gauntlet. The iron kneecaps originated from their sword techniques.","The Abyss Watchers are a legion of undead warriors who have sworn to partake of wolf blood in order to gain strength and power from the Abyss. They are constantly at war with the abominations that dwell in the dark, seeking any sign of the Abyss in order to fight back."
Unopened Summons,"An old, sealed summons. Like the first of its kind, it is an invitation to Cainhurst, but for whom is not known, as it lacks an addressee.","The old, sealed summons has been sitting in a dusty corner of an old library for years. No one knows who it was meant for, as it lacks an addressee. One day, a young scholar comes across it and decides to take it to Cainhurst, hoping to find out its secrets. Upon arriving, he finds that the castle is abandoned and the only thing left is the summons. He begins to read it, but soon realizes that it's not just any old summons-"
Untrue Dark Ring,"One of the illusory rings worn by the Hollows of Londor. Retain human appearance while hollow. The Hollows of Londor are wretchedly aged, fraught with deceit and dubiously secretive. It is no wonder that they are deeply detested.","The Hollows of Londor are a group of old, sickly humans who have turned into Hollows. They use this disguise to stay hidden from the other humans, but it's not foolproof. Some of the Hollows are still able to see and hear the humans, and they despise them for it."
Upper Cathedral Key,"The key to the Upper Cathedral Ward seal. The upper echelons of the Healing Church are formed by the School of Mensis, based in the Unseen Village, and the Choir occupying the Upper Cathedral Ward. This key brings one a step closer to the Choir.",The key to the Upper Cathedral Ward seal is coveted by all who seek entrance to the Choir of the Healing Church. It is said that whoever possesses the key can gain access to the most sacred chambers within the Upper Cathedral Ward. The key is also said to be the key to unlocking the power of the Choir.
Upper Classman Uniform,"Uniform of the students of Byrgenwerth, a bygone institute of learning. The Healing Church has its roots in Byrgenwerth, and naturally borrows heavily from its uniform design. The focus not on knowledge, or thought, but on pure pretension would surely bring Master Willem to despair, if only he knew.","A young girl, orphaned and alone, is taken in by a kindly old woman and taught the ways of the Healing Church. When the old woman dies, the girl is left to fend for herself in a hostile world. She finds refuge in the Healing Church, where she is able to use her powers to help others."
Urumi,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.","The Nightfolk are a race of dark and mysterious beings that dwell in the shadows of the world. They are a fierce and warlike people, and their warriors are known for wielding unusual weapons, such as the whip-like metal blades known as whips. Though in essence a whip with a cutting edge, the whip can also be used as a spear to pierce foes."
Vagabond Knight Armor,"Chest piece of a knight banished from their motherland. Dirty and battered after enduring a lengthy vagabond journey. The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment. Metal armor is heavy, but also study ordering significant damage negation.","The chest piece of a knight banished from their motherland. The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment. The metal armor is heavy, but also study ordering significant damage negation."
Valorheart,"Weapon once wielded by the Champion of the Undead Match. A special paired set consisting of a broad sword and a lion shield. The champion fought on, without rest, until he lost his mind. In the end, only his page and a lone wolf stayed at his side.","The Champion of the Undead Match wielded a special paired set consisting of a broad sword and a lion shield. He fought on, without rest, until he lost his mind. In the end, only his page and a lone wolf remained at his side."
Varangian Armor,"Armor worn by Varagians, that terrorized nearby seas. The coastline stretches far in northern Drangleic. Beyond this Northern Sea is an unexplored continent, said to be the home of things inhuman","The armor is said to have the power to repel all attacks, and to make the wearer invulnerable."
Varangian Sword,"Straight sword wielded by Varangians and engraved with a skull. A former king launched a campaign to capture these terrors of the high seas, but rather than imprison them, forced them into hard labor at No-man's Wharf.","The Straight Sword of No-man's Wharf is a fearsome weapon that has been used by the Varangians and engraved with a skull. It is said that a former king launched a campaign to capture these terrors of the high seas, but rather than imprison them, forced them into hard labor at No-man's Wharf. Over time, the sword has become stained with the blood of those it has slain, and is now a feared symbol of terror and violence."
Varré's Bouquet,"A steel mace resembling a charming bouquet of roses. Each petal has a sharpened edge, leaving the roses perpetually colored with blood. This weapon reflects White Mask Varré's manner of speech rather well, enticing in its splendor, but full of deadly consequence.","The steel mace is a beautiful weapon, with each petal sharpened to a point. It reflects White Mask Varré's elegant speech, but it is also deadly."
Velka's Rapier,"A symbolic, powerful thrusting sword used by the Pardoner serving Velka, Goddess of Sin. It is no mere symbol to be sure; the Pardoner is an inhuman swordsman, and wields this enchanted blade with special sword technique.","The Pardoner's thrusting sword is a powerful weapon used by the Pardoner, a swordsman with inhuman skills. The sword is imbued with powerful magic, and is used with special sword techniques that make it a deadly weapon."
Velka's Talisman,".Medium for casting miracles of the Gods. This black tuft of hair that serves as a talisman belongs to Velka, Goddess of Sin. It casts miracles not by drawing upon faith, but intelligence.","Velka's black hair is a powerful talisman that can cast miracles without relying on faith. It is said that this hair is from the goddess herself, and that it contains her divine intelligence."
Velstadt's Armor,"Armor worn by the Royal Aegis. Originally imbued with the power of miracles, now soaked with dark after extended exposure in the Undead Crypt. A knight from a faraway land was lured to this accursed land, but forgot even why he came, eventually reduced to a shadow of his former self.","The armor worn by the Royal Aegis is imbued with the power of miracles. However, over time it has become stained with the blood of the undead and is now nothing more than a cursed relic. The knight from a faraway land is lured to this accursed land, but he gradually loses his mind and eventually dies, never to be remembered."
Vengarl's Armor,"An old armor that is oddly comfortable. Belonged to a Vengarl's. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms","The old armor belonged to a Vengarl. It was oddly comfortable, and it was likely worn by the Vengarl's beloved. The forbidden love of Prince of Alken and the Princess of Venn manipulated these marionettes, and they never imagined that their dolls would outlast their own kingdoms."
Venomous Fang,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,"The black fang was designed for one purpose: to kill. It was a deadly weapon, coated in poison that would quickly end the life of its target. It was a weapon meant for duelists who had been exiled from the colosseum, a place where only the fittest survived."
Vermin,"A centipede-like creature discovered on successful hunts by League hunters. Vermin, found hidden within filth, are only seen by League confederates, and are the root of man's impurity. The League has assumed the task of finding and crushing all vermin. Perhaps there is some mercy in the madness. Those who wish to see vermin can, and those who choose to are provided with boundless purpose.","The League has been hunting vermin for centuries, and they are always one step ahead. This centipede-like creature was found hiding within filth, and it is only seen by League confederates. It is the root of man's impurity, and the League has taken it upon themselves to find and crush all vermin. Some people may see this as a sign of mercy, while others may see it as madness."
Very Large Ember,Ember required for weapon ascension. Huge ember of highest quality. Handled by the blacksmiths of Astora,"The blacksmiths of Astora were in need of an ember of the highest quality to help them with their weapon ascension. They searched high and low for an ember of the right quality, but they could not find anything that fit their needs. Finally, they came across a huge ember that was perfect for their needs. They took it home and handled it with care, making sure to keep it safe."
Veteran's Armor,"Old armor that has seen many battles. Worn by Niall, the veteran general of Sol. Niall was a lone survivor who commanded spirits to defend his long-passed master. This aging general could not die, nor did he have anywhere to fade away.","Niall was a general who fought in many wars, and his armor is testament to that. He was a lone survivor who commanded spirits to defend his long-passed master. When he died, he decided to stay alive as a spirit, watching over his old home."
Veteran's Prosthesis,"Bladed prosthetic leg enwreathed with the power of lightning, instead attached to the fist. Commander Niall, veteran of Castle Sol, offered this prosthesis in exchange for the lives of defeated knights held prisoner. He went on to lead these men as an army of no nation.","The commander had lost his leg in a battle against the knights, and was desperate to find a way to fight on even ground. He found the prosthetic leg in a destroyed castle, and used the power of lightning to attach it to his fist. He led the men as an army of one, using his prosthetic leg to devastating effect."
Vileblood Register,"Red-leather record of the Vilebloods loyal to the covenant of Annalise, Queen of the Vilebloods, at Cainhurst Castle. A record of the Vilebloods, blood-lusting hunters who seek blood dregs of their prey, kept throughout the ages.","The Red-leather record of the Vilebloods loyal to the covenant of Annalise, Queen of the Vilebloods, at Cainhurst Castle is a record of the Vilebloods, blood-lusting hunters who seek blood dregs of their prey. The record is filled with drawings and notes of the Vilebloods' hunts, as well as descriptions of the blood dregs they've collected."
Vordt's Great Hammer,"Great Hammer wielded by Vordt, the outrider knight of the Boreal Valley. Weapon is inbued with frost, and causes frostbite. Frost accumulates in the body causing frostbite, which saps one's health, lowers absorption, and slows stamina recovery. Skill: Perseverance Anchor weapon in earth to temporarily boost poise. Damage reduced while activated.","Vordt the outrider knight of the Boreal Valley wielded a great hammer imbued with frost. The frost caused frostbite, which saps one's health, lowers absorption, and slows stamina recovery. However, Vordt's skill with the hammer allowed him to anchor the weapon in earth to temporarily boost his poise. The frost also reduced damage while the hammer was activated."
Vulgar Militia Shotel,"A hooked blade attached to a long handle. Wielded by the vulgar militia, its attacks can slip through an enemy's guard. The vulgar militia are the undecorated stewards of rancid, scorched battlefields that none dare approach, and forbidden domains better forgotten by the rest of the world","The hook blade is a weapon that is used by the vulgar militia. It is a long, thin blade with a hook on the end. This hook is used to slip through an enemy's guard, allowing the militia to attack them from behind."
Vyke's War Spear,"War spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold. Like Vyke himself, it has been tormented by the yellow flame of frenzy from within.","The War Spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold. It has been tormented by the yellow flame of frenzy from within."
Wakizashi,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.","Okina was a demonic swordsman who specialized in using short swords with a tempering pattern on the blade. This weapon was unique to warriors of the Land of Reeds, and it caused targets to experience blood loss. Okina was a feared figure in the Land of Reeds, and no one knew his true identity or whereabouts."
Wanderer Coat,"Coat of an aimless traveler. Made from sturdy leather and quilting. Battle comes with the territory when one wanders the land, and this coat provides a certain degree of protection",The coat of an aimless traveler was made from sturdy leather and quilting. It was meant to provide some degree of protection against the battles that come with wandering the land. The coat was also a reminder to never lose sight of what was truly important in life.
War Surgeon Gown,"Bloodstained white gown of the war surgeons who were effectively mercy killers. Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood. None but Varré, that is; though he was an exception.","The gown is stained with the blood of those who have killed out of mercy. It is said that Varré, the only surgeon to survive the abduction, was able to tame the blood's curse. Now, the gown is worn by those who seek to bring peace and mercy to the world."
Warden Twinblades,"Paired weapon wielded by the grave wardens of the Cathedral of the Deep. The grave wardens of the cathedral, who put down reincarnating corpses, wield weapons that cause profuse bleeding, for the loss of blood and bodily fluids is said to slow reanimation.","The grave wardens of the Cathedral of the Deep are a group of warriors who use paired weapons to put down reincarnating corpses. The weapons cause profuse bleeding, which is said to slow reanimation."
Warhawk's Talon,"Talon-swords are affixed to the legs of the Stormveil's warhawks, but this one has been repurposed for human use. The blade is thin and lightweight so as not to obstruct the hawk's mobility.","The talon-sword is a unique weapon that has been repurposed for human use. It is thin and lightweight so as not to obstruct the hawk's mobility. The blade is sharp and deadly, perfect for taking down enemies."
Warped Axe,"Oversized double-headed axe with a bizarre, almost melted appearance. Brute strength is the only thing required to wield this weapon, which appears to have taken quite the beating itself.","The Oversized Double-headed Axe is a fearsome weapon that appears to have taken quite a beating. Its brute strength is the only requirement to wield it, and it seems to be especially effective against enemies with a high resistance to damage."
Warped Sword,"A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner. The sentry crammed inmates of the overflowing Bastille onto a rickety ship, and cast them out to the open sea. The majority of them drowned or starved but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there.","The Flexile Sentry was a giant, metal sentry that stood watch over the Bastille. It was twisted and misshapen from the countless inmates that it had watched over, and eventually it fell to pieces. The few survivors that made it to the south told of the giant sentry and the horrors that it had inflicted on them. They also taught the people there about sorcery, and how to use it to defend themselves."
Warpick,Hammer with a large beak-shaped pommel. Originally a pickaxe; redesigned for battle. This simple but deadly weapon hits heavily with thrust damage such that it easily cracks metal armor.,"The hammer is a simple tool, but it is deadly in the hands of a skilled user. The large beak-shaped pommel makes it perfect for smashing through metal armor, and its thrust damage makes it easy to crack even the strongest defenses."
Warrior Gauntlets,Gauntlets of a nomadic warrior. Crafted from sturdy leather.,"The nomadic warrior wore these gauntlets to protect his hands while he roamed the land. They were sturdy and made from leather, and were perfect for his needs."
Warrior Round Shield,Round wooden shield crafted in Lordran. Decorated with the ancient Labrys axe. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties and the wood reduces magic damage,"The shield was crafted in Lordran, a land that is now long gone. The shield is decorated with the ancient Labrys axe, a weapon that is said to have been forged by the gods themselves. The giant trees that grow in Lordran are distant descendants of the great stone archtrees. This shield inherits their properties, reducing magic damage."
Washing pole,"Katana forged in an Eastern land. Very unusual specimen with a long blade. Has a different move set than the Uchigatana. The blade is extremely long, but as a result, quite easily broken.","The Katana forged in an Eastern land is a very unusual specimen. It has a long blade that is different from the Uchigatana. The move set for the Katana is different as well, making it an interesting choice for combat. However, because the blade is so long, it is easily broken. This makes the Katana a risky investment, but it is still a powerful weapon."
Watchdog's Greatsword,"Stone greatsword wielded by Erdtree Burial Watchdogs. Though decorated with the watchman's eye, the pupil was taken by graverobbers and is now hollow, leaving this sword a mere lump of stone.","The Erdtree Burial Watchdogs were a group of vigilantes who protected the graves of the Erdtree people. One day, they were attacked by graverobbers who stole their eye from the sword's pupil. Since then, the sword has been a mere lump of stone. However, the watchdogs never give up and continue to protect the graves of their people."
Watchdog's Staff,"Large stone staff embedded with glintstone. Wielded by Erdtree Burial Watchdogs who protect catacombs. The Watchdogs, battered and broken over their lengthy tenure, rule the catacombs and are even said to command the imps. Unique Skill: Sorcery of the Crozier Channel magic into the glintstone to activate an ancient sorcery, producing floating magic projectiles that chase enemies automatically.","The Erdtree Burial Watchdogs have guarded the catacombs for centuries, using their magical staff to cast powerful spells. However, their long tenure has taken its toll, and the Watchdogs are now a broken and battered force. But their magic is still potent, and they can use their staff to cast an ancient sorcery that produces floating magic projectiles that chase enemies automatically."
Watcher Greatsword,Greatsword wielded by the Throne Watcher. Unleash its true power to enwreath magic. The Watcher has stood by the throne for ages. Will his wait be worth the while?,"The greatsword known as the Throne Watcher was once wielded by a powerful warrior who served as the watcher of the throne. The sword's true power lies in its ability to enwreath magic, and the Watcher has waited centuries for the right moment to use it. However, his wait may be worth it, as a new ruler is about to be crowned and his reign may be marked by great magic and prosperity."
Weapon Smithbox,Tool used to etch titanite into weapons for reinforcement. Rest at a bonfire to make weapon reinforcement possible,"The etching tool was a simple, but necessary tool used to etch titanite into weapons for reinforcement. It rested at a bonfire, allowing players to make weapon reinforcement possible."
Weapon Smithbox,Tool used to etch titanite into weapons for reinforcement. Rest at a bonfire to make weapon reinforcement possible,"The etching tool was a simple, but necessary tool used to etch titanite into weapons for reinforcement. It rested at a bonfire, allowing players to make weapon reinforcement possible."
Weathered Straight Sword,"Straight sword with a rather short but wide blade. Simple to wield, it was known as the sword of the people. Though the Erdtree styling is still visible, time has not been kind to this sword, now merely a shadow of its former self.","The sword of the people is a simple straight sword with a wide blade. It is known for its easy to use design and is often used by commoners. However, over time the sword has become worn and damaged, with the Erdtree styling now barely visible. Despite this, the sword retains its power and is still able to fight on behalf of its owner."
Wheel Hunter Badge,"Martyr Logarius led a band of Executioners, and this badge was crafted at their dedicated workshop. The Wheel symbolizes righteous destiny. Their workshop was a secretive enclave of mystical beliefs and heady fanaticism which served as the backbone of the Executioners' unique brand of justice.","The Wheel of Fate is a badge crafted by the Executioners, a band of vigilantes dedicated to carrying out justice with an iron fist. The badge is a symbol of their righteous destiny, and their workshop was a secretive enclave of mystical beliefs and heady fanaticism which served as the backbone of the Executioners' unique brand of justice. The Wheel of Fate was a source of great pride to the Executioners, and they would often display it prominently on their armor or weapons."
Whip,"Leather whip. Not intended for battle. Virtually ineffective against armor and tough scales, but quite formidable against enemies with exposed skin.","The leather whip was not meant for battle. It was practically ineffective against armor and tough scales, but it was quite formidable against enemies with exposed skin. The whip was a symbol of power and dominance, and was often used to discipline or punish those who disobeyed the authorities."
Whirligig Saw,"A trick weapon crafted by the workshop heretics, the Powder Kegs, and weapon of choice of the Old Hunter Valtr, the Beast Eater. This weapon pummels beasts in its mace form, but its true strength lies in its attached mechanical saws. These discs, lined with serrated teeth,spin rapidly, thrashing the flesh of beasts into fine shreds.","The Powder Kegs are a weapon that was created by the workshop heretics. It is a mace that has attached saws that spin rapidly. The Powder Kegs are the weapon of choice for the Old Hunter Valtr, the Beast Eater."
White Birch Bow,"A short bow crafted with white birch. Endowed with light-manipulating magic. The bow is a relic from an ancient land of sorceries that was swallowed by the Abyss, most known for its folktale of the heroic Abysswalker. Skill: Unseen Arrow Arrows shot by large pulls of the bow are enchanted with a golden spell that turns them nearly invisible.","The bow is a relic from an ancient land of sorceries that was swallowed by the Abyss. The Abysswalker was a hero who ventured into the dark depths to retrieve the bow. The bow is said to be endowed with light-manipulating magic, and its arrows are enchanted with a golden spell that turns them nearly invisible."
White Church Garb,"Attire of special Church doctors. These doctors are superiors to the black preventative hunters, and specialists in experimentally-backed blood ministration and the scourge of the beast. They believe medicine is not a means of treatment but rather a method for research. and some knowledge can only be obtained by exposing oneself to sickness.","The attire of the special Church doctors is a stark contrast to that of their black preventative hunters counterparts. These doctors are specialists in experimentally-backed blood ministration and the scourge of the beast. They believe that medicine is not a means of treatment but rather a method for research. This is why they often choose to work in hospitals and clinics, where they can expose themselves to sickness and learn what they need to know."
White Church Hat,"Attire of special Church doctors. These doctors are superiors to the black preventative hunters, and specialists in experimentally-backed blood ministration and the scourge of the beast. They believe that medicine is not a means of treatment but rather a method for research. and that some knowledge can only be obtained by exposing oneself to sickness.","The attire of the special Church doctors is a stark contrast to that of their black preventative hunters counterparts. Whereas the hunters wear heavy armor and carry large weapons, the doctors wear light, flowing robes and carry small, delicate instruments. They believe that medicine is not a means of treatment but rather a method for research. and that some knowledge can only be obtained by exposing oneself to sickness."
White Hair Talisman,"Talisman made from a lock of white hair. This lock of hair belonged to a deformed member of the chaos witches, mothers of the art of pyromancy. Fashioned into a talisman, it enables the wielder to cast both miracles and pyromancies. Skill: Combustion Creates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this reason, the flame created is fierce. Works while equipped in either hand.","The talisman was made from a lock of white hair belonging to a deformed member of the chaos witches, mothers of the art of pyromancy. The talisman enabled the wielder to cast both miracles and pyromancies. The skill combustion created a powerful flame in the wielder's hand."
White Hollow Mage Robe,"Mages wore different garb depending on their sex. What function this served, however, is unknown, as with many old practices.","The mages of the kingdom wore all sorts of clothing, but it was always different for the different sexes. No one knew why this was, but it was an old tradition that had long since been forgotten. It was only recently that the king had decided to bring it back and make it a part of the mages' training."
White Mask,"Bloodstained, faintly grinning mask. Worn by war surgeons who were effectively mercy killers. The Lord of Blood's curse enlivens the wearer when bloodletting occurs. Slightly raises attack power when there is blood loss nearby.",The Lord of Blood's curse enlivens the wearer when bloodletting occurs. Slightly raises attack power when there is blood loss nearby.
White Priest Robe,"Robe worn by a White Priest sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic? It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power","A white priest sorcerer wearing a robe with a hood claims to have sealed himself away from the world. He tells of a power that is beyond our understanding, a power that he has mastered."
White Reed Armor,"Armor of the White Reeds, fashioned from banded iron plates. Worn by the Inaba, head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothing more than to die by the sword.","The armor of the White Reeds is a relic of a bygone age, when the Inaba were a band of swordsmen seeking death in honorable combat. Worn by the head disciples of Okina, the armor is a fitting symbol of their quest, and a reminder of their dedication to the art of swordsmanship."
White Ring,"White Ring A precious ring which grants the protection of Quella, god of dreams. Makes its wearer appear as a white phantom, misleading invaders. He who sets the trap must be wary. For traps are known to spring upon their owners.","The White Ring is a powerful ring that grants the wearer the protection of Quella, the god of dreams. The ring makes the wearer appear as a white phantom, confusing and deterring invaders. The trap must be careful to set it correctly, as the ring's wearer may be the one who falls victim to it."
White Seance Ring,"A divine ring entrusted to the head bishop of the Way of White and apostle to Allfather Lloyd, uncle to Lord Gwyn. It grants additional attunement slots. The head bishop of the Way of White is the guardian of law and caste, and one of the great royals of Thorolund.","The Way of White is a monastic order devoted to the worship of the god Lloyd. The head bishop, uncle to Lord Gwyn, is one of the most powerful men in Thorolund. He wears a divine ring that grants him additional attunement slots. One day, the ring mysteriously disappeared. The head bishop is determined to find it and restore it to its rightful place."
Wilted Dusk Herb,"A wilted and faded stalk of dusk herb. Restores a great deal of spell uses. A dusk herb in bloom works wonders, but will wilt in the blink of an eye. Needless to say, finding such an herb is of the utmost difficulty.","The dusk herb was once a proud and flourishing plant, but now it is wilted and faded. It is said that if you drink the sap of this herb, it will restore a great deal of spell uses. However, the herb will wilt in the blink of an eye, so finding it is a difficult task."
Wing of Astel,"Sword fashioned from a delicate wing, suffused with the magic of the stars. Strong attack unleashes a wave of enchanted light. Crafted from a relic of the Naturalborn of the Void who is said to have assailed the Eternal City.","The sword is a relic from the Naturalborn of the Void, a creature said to have assailed the Eternal City. The sword's strong attack unleashes a wave of enchanted light, which can devastate enemies."
Winged Greathorn,"Distinctive horn suffused with the power of ancestral spirits. This large, wing-shaped specimen is wielded as a weapon of spirit worship. In the ancestral spirit-worshipping faith, these are considered envoys' wings, made to reap the lives of beings which experience no sprouting.","The large horn on the ground was suffused with the power of ancestral spirits. It was a sacred artifact, used by the faith as a weapon of spirit worship. The wing-shaped horn was wielded as a weapon of spirit worship by the descendants of the envoys who used it to reap the lives of beings who experienced no sprouting."
Winged Knight Halberd,"Halberd wielded by the Winged Knights, who swore themselves to the Angels. The thick, heavy, bloodstained blade can only be swung by one with inhuman strength. Skill: Chain Spin Sweep foes in a large spinning motion and use strong attack to continue the motion until stamina is exhausted.","The Halberd is a legendary weapon wielded by the Winged Knights, who swore themselves to the angels. The thick, heavy, bloodstained blade can only be swung by one with inhuman strength. The skill chain spin allows the wielder to sweep foes in a large spinning motion and use strong attack to continue the motion until stamina is exhausted."
Winged Knight Leggings,"Armor of the Winged Knights, who swore themselves to the Angels. Worship of the divine messengers was viewed as heresy in Lothric and unrecognized by any of the Three Pillars of rule. This is believed to be why Gertrude, the Heavenly Daughter, was imprisoned in the lofty cell of the Grand Archives.","The Armor of the Winged Knights is a sacred relic of the angels. It was created to honor the divine messengers and was viewed as heresy by the people of Lothric. Gertrude, the Heavenly Daughter, was imprisoned in the lofty cell of the Grand Archives because of her beliefs. She is now a revered figure in the religion and her armor is venerated as a holy relic."
Winged Knight Twinaxes,"Paired beheading axes wielded by the Winged Knights, who swore themselves to the Angels. These axes, more befitting of an executioner than a knight, are indented to fit the human body.","The Winged Knights were a group of knights who swore themselves to the angels. They were known for their beheading axes, which were indented to fit the human body. These axes were more suited for an executioner than a knight, and the knights themselves were known for their ruthless and brutal tactics."
Winged Scythe,"Sacred scythe resembling a pair of white wings. Deals holy damage. According to pagan belief, white-winged maidens are said to be Death's gentle envoys.","The sacred scythe is a beautiful weapon that resembles a pair of white wings. It is said to deal holy damage, and according to pagan belief, white-winged maidens are said to be Death's gentle envoys."
Winged Spear,A long-hilted spear with a barbed point. Long reach and can be used with shield up. Effective against hard exteriors and hits for high damage at the right moment of an enemy's swing. But the hit radius is small and it is easily blocked by shields,"The long-hilted spear is a powerful weapon that can be used with shield up. It has a long reach and can deal high damage at the right moment of an enemy's swing. However, the hit radius is small, so it can be easily blocked by shields."
Winged Spear,"A spear with winged lugs. Longer than standard spears, allowing for attacks from further away. Thrusting attacks are effective even against opponents with high defense, but they have a narrow point of contact and won't effectively break through a shielded defense.","The spear has wings on the lugs, making it easier to hit distant targets. The wings also help to increase the weapon's effectiveness against opponents with high defense, as the point of contact is wider."
Winged Spear,"A long-hilted spear with winged lugs. Long reach, and can be used with shield up. Spear attacks are centered on thrusting, but can inflict high damage when timed with the end of an enemy's swing.","The long-hilted spear with winged lugs is a powerful weapon that can be used with shield up. The spear attacks are centered on thrusting, but can inflict high damage when timed with the end of an enemy's swing."
Witch Cloak,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal","Beatrice had always been a rogue witch, never following the rules of the other magic users. When she was just starting out, she decided to study at Dragon School, but she was one of the few students who didn't. She decided to brave the Abyss, but she never returned. Now, her cloak is a symbol of her bravery and her defiance of the rules."
Witch Hat,"Hat of the Rogue Witch Beatrice. Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal","Beatrice was a rogue witch who ventured into the Abyss to study magic. She never returned, and her hat is the only evidence that she ever existed."
Witch's Locks,"A whip fashioned from the black hair of a daughter of the Witch of Izalith, creator of the Flame of Chaos. The long, shining locks woven together to create this whip are imbued with the essence of fire, which can be channeled through the use of its skill.","The Witch of Izalith created the Flame of Chaos, and her daughter's black hair was the perfect material to create a whip made from. The whip is able to channel the fire essence, making it a powerful weapon."
Witch's Ring,"The Witch of Izalith and her daughters, scorched by the flame of chaos, thaught humans the art of pyromancy and offered them this ring. Greatly boosts pyromancies. Every pyromancer is familiar with the parable that tells of the witches espousing the need to fear the flame, and teaching the art of pyromancy to men in hopes that they might learn to control it.","The Witch of Izalith and her daughters, scorched by the flame of chaos, taught humans the art of pyromancy. They offered them this ring in hopes that it would greatly boost their pyromancy skills."
Witching Urn,"A small clay urn filled with magic power. Explodes, inflicting magic damage. Created in Melfia, a land that flourishes with magic and pyromancy. Though the magic contained in the urn lacks potency, it is a boon to any inexperienced traveler.","The small clay urn filled with magic power. Explodes, inflicting magic damage. Though the magic contained in the urn lacks potency, it is a boon to any inexperienced traveler."
Witchtree Bellvine,"Witchtree bellvine that sprouts amongst old growth. A catalyst for miracles and hexes. Clerics who were ostracized devised this as an alternative catalyst for casting miracles. Most clerics who were stripped of their status are good-for-nothings, but among them are powerful spell casters who represented real threats to the establishment. Although not a proper catalyst, the bellvine is quite powerful.","The Witchtree bellvine grows amongst the ancient oaks of a forgotten forest. It is said that this vine is the catalyst for miracles and hexes. For centuries, clerics who were ostracized by the rest of society devised this as an alternative means of casting miracles. Although not a proper catalyst, the bellvine is quite powerful."
