Prompt:,"IName:,","Completion:,",Status: Finished,IDescription:,Needed: Demon Souls (Maybe),Completed:
Prompt:,"IName:,","Completion:,",Painting Guardian Gown,IDescription:,"Attire of the Painting Guardians, whose forms are described in the mythology of heretics. A smooth pale hood that deters magic. The hunchbacked teller of ancient tales describes unwanted souls who are unwelcome across the lands, and are eventually drawn into a cold, painted world.",IType:
Prompt:,"IName:,","Completion:,",Painting Guardian Robe,IDescription:,"Robe worn by the alabaster-clothed guardians of the paintings in Anor Londo. Offer substantial protection versus magic. They have guarded the Great Painting of Ariamis for ages, passing their duty down through generations, but the reason for doing so passed from all memory long ago",IType:
Prompt:,"IName:,","Completion:,",Paladin Armor,IDescription:,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White",IType:
Prompt:,"IName:,","Completion:,",Pale Shade Robe,IDescription:,"Attire worn by those who kill in the name of the Sable Church of Londor. The Pale Shades of the Sable Church are all undying Hollows, giving rise to much fear and contempt. Their fight is one of neither honor nor exaltation, yielding nothing but withered moans. Gold mask worn by those who kill in the name of the Sable Church of Londor. A faint, kindly smile is bound to its surface, giving them the moniker Harlots of Death.",IType:
Prompt:,"IName:,","Completion:,",Pate's Armor,IDescription:,"Although it appears to be common helmet/armor/gloves/trousers, it has in fact been meticulously customized. Belonged to mild-mannered Pate.This has been considerably altered. Perhaps it was pillaged.",IType:
Prompt:,"IName:,","Completion:,",Peasant Attire,IDescription:,"commonly worn by peasants. Designed to block sunlight, more fit for farming than fightin",IType:
Prompt:,"IName:,","Completion:,",Penal Mask,IDescription:,"Mask of the Lost Sinner. The spikes pointing inward suggest that this was not only used to blind prisoners, but to torture them as well. Effect: Raises equipment load",IType:
Prompt:,"IName:,","Completion:,",Penal Straightjacket,IDescription:,"Straightjacket of the Lost Sinner. A tightly cinched belt presses against the waist. no one knows who this was used to punish, or for what reason",IType:
Prompt:,"IName:,","Completion:,",Perfumer Robe,IDescription:,"Robe of an Erdtree Capital perfumer.The thick front apron embroidered with a depiction of the Erdtree is proof of mastery of the apothecarial arts, and its weight symbolizes the onus of both pride and responsibility.",IType:
Prompt:,"IName:,","Completion:,",Pharis's Hat,IDescription:,"Broad-brimmed hat favored by the archer hero Pharis. Pharis was an accomplished archer, and though he was human, he ranked alongside Hawkeye Gough, one of the Four Knights of Lord Gwyn. His hat is universally popular among children.",IType:
Prompt:,"IName:,","Completion:,",Pharis's Hat,IDescription:,"Broad-brimmed leather hat. Traditionally used by master archers, and especially favored by forest-dwelling hunters",IType:
Prompt:,"IName:,","Completion:,",Pontiff Knight Crown,IDescription:,"Crown of the Pontiff's Knights, now harrowed spirits of Irithyll. The golden crown signifies those who report directly to Sulyvahn. The knights were his watchful eyes, and when needed, his punitive blades.",IType:
Prompt:,"IName:,","Completion:,",Porcelain Mask,IDescription:,"Mask of the Lord's Blade Ciaran, one of Gwyn's Four Knights. The cyclops headpiece is common to all of the Lord's Blades, but Ciaran was determined to earn this soft porcelain mask as a unique decoration of honor. The mask is lined with ivory locks of hair.",IType:
Prompt:,"IName:,","Completion:,",Preceptor's Big Hat,IDescription:,"Large hat with the movements of the stars drawn on the inside of the brim.Worn by the magic preceptors who served the Carian royals.Increases mind to the detriment of stamina.Glintstone sorcerers are the descendants of astrologers, a fact that the Carians remain of aware of. Even if their fate has been long severed from the stars.",IType:
Prompt:,"IName:,","Completion:,",Preceptor's Long Gown,IDescription:,"A long, bright blue gown with the movements of the stars drawn upon it.Worn by the magic preceptors who served the Carian royals.Glintstone sorcerers are the descendants of astrologers, a fact that the Carians remain aware of. Even if their fate has been long severed from the stars.",IType:
Prompt:,"IName:,","Completion:,",Priestess Robe,IDescription:,"Robe worn by Drangleic clerics. The clerics of Drangleic have retained their status throughout the ages, but were always at arms length from the royal family, as if their existence was little more than a formality. It is customary for clerics to wear different garb depending on their area, but the reason for this practice is unknown...This is a woman's robe",IType:
Prompt:,"IName:,","Completion:,",Prisoner Clothing,IDescription:,"Tattered clothing.Worn by a prisoner convicted of an appalling crime.Never once washed, every fiber is filthy.",IType:
Prompt:,"IName:,","Completion:,",Prisoner Iron Mask,IDescription:,"Iron mask forced on a prisoner convicted of an appalling crime.Thick, heavy, and utterly stifling.A foul creation designed to torment the wearer, either slowly fermenting hatred within their heart, or a spiritual fervor that is near indistinguishable from it.",IType:
Prompt:,"IName:,","Completion:,",Prisoner's Tatters,IDescription:,"Rags worn by imprisoned Hollows. This appears to have been worn on the head. Judging by its looks and apparent virtues, this really is no more than a tattered scrap of cloth. It still carries the stench of a Hollow.",IType:
Prompt:,"IName:,","Completion:,",Prophet Blindfold,IDescription:,"Blindfold of exiled prophets who foretold misfortune — and were persecuted and driven from their homes as a result.Why hesitate, if the path leading to the future is clear? Just close your eyes, and walk.",IType:
Prompt:,"IName:,","Completion:,",Prophet Robe,IDescription:,"Robe of exiled prophets who foretold misfortune — and were persecuted and driven from their homes as a result.The shackles around the neck warn passersby not to lend an ear to their sermons.Altered:Made from rough fabric that scrapes against the slin like a sharpening file.",IType:
Prompt:,"IName:,","Completion:,",Pyromancer Garb,IDescription:,"Attire of pyromancers of the Great Swamp. Comprised of bronze ornamentation and animal pelt. In the Great Swamp, bronze was used ritualistically to ward off evil spirits and keep darkness at bay.",IType:
Prompt:,"IName:,","Completion:,",Queen's Crescent Crown,IDescription:,"A tall crown depicting the moon. Worn by Rennala, Queen of the Full Moon. Increases intelligence.When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him.And then, those at the academy realized. That Rennala was no champion, after all.",IType:
Prompt:,"IName:,","Completion:,",Queen's Robe,IDescription:,"Robe indicating the highest order of sorcerer.Worn by Rennala, Queen of the Full Moon.When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him.And then, those at the academy realized. That Rennala was no champion, after all.",IType:
Prompt:,"IName:,","Completion:,",Radahn's Lion Armor,IDescription:,"Armor depicting the golden lion.Worn by General Radahn.The golden lion is said to symbolize Godfrey, the Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",IType:
Prompt:,"IName:,","Completion:,",Radiant Gold Mask,IDescription:,"A mask designed to resemble a blazing golden halo.Created and left behind by Lord Goldmask, a staunch pursuer of Golden Order fundamentalism.Strenthens Golden Order incantations.Its striking design represents both the brilliant inspiration that once shone upon him, and the vision of a ring that he will surely find at the end of his pursuit.To you who seek to shine as I do, wear it well!",IType:
Prompt:,"IName:,","Completion:,",Raging Wolf Armor,IDescription:,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold.According to the old legends, wolves are the shadows of the Empyrean.Vargram aspired to such a state himself.",IType:
Prompt:,"IName:,","Completion:,",Raptor's Black Feathers,IDescription:,"Robe crafted with the black feathers of a bird of prey. Worn by the assassin Ravenmount.A ritual implement for transforming into a Deathbird, if only by imitation.Strengthens jump attacks.We are birds of prey, bringers of death.",IType:
Prompt:,"IName:,","Completion:,",Redmane Knight Armor,IDescription:,"Armor worn by knights who fought by General Radahn's side.When they were driven to defeat by Malenia's scarlet rot, the Redmane Knights burned the crest on the left breast of their armor to indicate their resolve.Alas, dear home, I shan't see you again! For our duty is to remain here, a bulwark against the blight.",IType:
Prompt:,"IName:,","Completion:,",Redmane Surcoat,IDescription:,"Armor worn by soldiers who fought by General Radahn's side.The surcoat depicts a red-maned lion raising a sword in the image of Radahn. Thus, they were redmanes, and all proved they were worthy of the name.",IType:
Prompt:,"IName:,","Completion:,",Robe of Judgment,IDescription:,"A robe honoring an ancient goddess. Sin was said to be her domain, but the name of the goddess is long forgotten. Little is known about what purpose the robe served, only that it was worn by a person of great authority.",IType:
Prompt:,"IName:,","Completion:,",Robe of Prayer,IDescription:,"Prince Lothric's hood, robe and skirt. The prince, destined to be a Lord of Cinder, was cherished by the royal family, despite being born into illness, a frail and shriveled child. His swaddling, clothes were made of aged, coarse cloth used in ancient prayer, and are all that he has ever worn.",IType:
Prompt:,"IName:,","Completion:,",Robe of the Channelers,IDescription:,"Robe of the Channelers, sorcerers that serve Seath the Scaleless. Even after the onset of Seath's madness, the snatchers as they were often called, ventured to far lands to find suitable human specimens.The heaviest of protective gear for sorcerers, and imbued with magic",IType:
Prompt:,"IName:,","Completion:,",Robe of the Great Lord,IDescription:,"Robe of Gwyn, Lord of Cinder, who linked the First Flame. Lord Gwyn, bearer of the ultimate soul, divided that power among his clan before linking the flame. When he departed, he left only with his greatsword, his garb, and the crown, now bereft of power. He kept his crown perhaps to preserve a symbol of the monarch, for its actual power had fully subsided",IType:
Prompt:,"IName:,","Completion:,",Rogue Armor,IDescription:,"An old armor that is oddly comfortable. Belonged to a Rogue. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms",IType:
Prompt:,"IName:,","Completion:,",Ronin's Armor,IDescription:,"Armor of the man who calls himself Shabriri.Highly functional and heavily worn.The man, once known as Yura, kept a woman in the deepest reaches of his heart.",IType:
Prompt:,"IName:,","Completion:,",Rotten Duelist Helm,IDescription:,"Bronze helm decorated with innumerable snakes, eaten through by scarlet rot.Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.",IType:
Prompt:,"IName:,","Completion:,",Rotten Gravekeeper Cloak,IDescription:,"Thick, bristly cloak eaten through by scarlet rot.The symbol of an underground gravekeeper's station. Altered:Worn by gladiators who were driven from the colosseum.The wearer becomes a slightly easier target for foes.",IType:
Prompt:,"IName:,","Completion:,",Royal Knight Armor,IDescription:,"Silver armor of Loretta, a knight who served Miquella's Haligtree.Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",IType:
Prompt:,"IName:,","Completion:,",Royal Knight Helm,IDescription:,"Silver helm of Loretta, a Knight who served Miquella's Haligtree.Loretta, once a royal Carian Knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",IType:
Prompt:,"IName:,","Completion:,",Royal Remains Armor,IDescription:,"Armory graces with gold human bones.Worn by the unspeaking adherent of Sir Gideon the All-Knowing.Slowly replenishes HP when HP is reduced.It is said that the bones belong to an ancient lord - the soulless king. The lord of the lost and desperate, who was known as Ensha.",IType:
Prompt:,"IName:,","Completion:,",Royal Remains Helm,IDescription:,"Helm graced with gold human bones.Worn by the unspeaking adherent of Sir Gideon the All-Knowing.Slowly replenishes HP when HP is reduced.It is said that the bones belong to an ancient lord - the soulless king. The lord of the lost and desperate, who was known as Ensha.",IType:
Prompt:,"IName:,","Completion:,",Royal Soldier Armor,IDescription:,Royal Drangleic soldier armor. Equipment crafted by the royal blacksmith. Finely polished and ready for battle,IType:
Prompt:,"IName:,","Completion:,",Royal Swordsman Armor,IDescription:,"Armor of a royal swordsman. Its shape provides defense while allowing great mobility. Stripped of ornamentation, this particular armor is designed strictly for battle.King Vendrick supplied his bravest men with the best armor available to face the great giants, but very few returned alive",IType:
Prompt:,"IName:,","Completion:,",Ruin Armor,IDescription:,"Armor worn by the jailer's creation, the Ruin Sentinel.The sentinel has no form, its soul residing within the armor itself. Stare at it for long and it seems ready to spring to life, but surely, such is an illusion.",IType:
Prompt:,"IName:,","Completion:,",Ruler's Mask,IDescription:,"Mask in the image of a wizened sage.Customary dress among lords in a smaller nation.Increases faith.Such a mask illustrates the qualities of an ideal lord: chiefly, wise and possessing a certain defanged geniality.One at the center of society often finds these qualities most expedient.",IType:
Prompt:,"IName:,","Completion:,",Rumpled Yharnam Hat,IDescription:,Common Yharnam cap. Well-worn and losing it's shape.,IType:
Prompt:,"IName:,","Completion:,",Rusted Mastodon Armor,IDescription:,"Armor worn by the Primal Knights of Drangleic castle. Durability is low due to rusting. Its weight would normally crush a man, but to the brutish Primal Knights it may as well be made of papyrus",IType:
Prompt:,"IName:,","Completion:,",Sage Robe,IDescription:,"Robe worn by Big Hat Logan. It is said to have been from his apprentice days at Dragon School, but it is so worn out, no one knows what it originally looked like. Logan, who cared little for his appearance, no doubt ever bothered to change out of it",IType:
Prompt:,"IName:,","Completion:,",Sage Robe,IDescription:,"Thick burgundy robe.Attire of the wise sages who were deemed heretical.Evidence that the wearer was driven from town.",IType:
Prompt:,"IName:,","Completion:,",Saint's Dress,IDescription:,"Hood worn by miracle-casting clerics. Grants slight increase to spell uses. Belonged to Licia of Lindelt. Lindelt is founded upon stringent commandments. Its inhabitants often travel to distant lands for ascetic training, but more than a few of these trainees liberate themselves from Lindelt's teachings in the process. Dress worn by miracle-casting clerics. belonged to Licia of Lindelt. While its true Licia dedicated herself to miracles, its rare for anyone to pass through life without trouble. even clerics arent always who they seem",IType:
Prompt:,"IName:,","Completion:,",Sanguine Noble Hood,IDescription:,"Hood of dyed black cloth featuring gold embroidery.Worn by the nobles who serve the Lord of Blood.Known to strike from pools of blood, these assassins are missionaries come to share the gospel of accursed blood.",IType:
Prompt:,"IName:,","Completion:,",Sanguine Noble Robe,IDescription:,"Robe of dyed black cloth featuring gold embroidery.Worn by the nobles who serve the Lord of Blood.The grand metallic pattern on the shoulder is a signifier of the noble rank they intend to claim upon the advent of the new dynasty they are working to install.",IType:
Prompt:,"IName:,","Completion:,",Sanguine Noble Waistcloth,IDescription:,"Waistcloth sewn from black cloth.Worn by the nobles who serve the Lord of Blood.Known to strike from pools of blood, these assassins are missionaries come to share the gospel of accursed blood.",IType:
Prompt:,"IName:,","Completion:,",Scale Armor,IDescription:,"Armor reinforced with small metal scales.The cape covering the shoulders is made with treated rock lizard skin, and provides ample protection against fire.",IType:
Prompt:,"IName:,","Completion:,",Scaled Armor,IDescription:,"Armor worn by Old Knight Istvan.The corroded metal is reinforced with rock-hard scales, making it high effective against non-physical attacks.Istvan is one of a few wizened Tarnished who survived to this day.",IType:
Prompt:,"IName:,","Completion:,",Scarlet Tabard,IDescription:,"Padded cloth armor with the telltale stains of the scarlet rot.Worn by foot soldiers in General Radahn's army",IType:
Prompt:,"IName:,","Completion:,",Sellsword Armor,IDescription:,"Metal (Piece Name) interwoven with coarse cloth. Able to endure the hardships of battle and prolonged travel. It is light considering the build, striking a fine balance between absorption and substance. Frequent shield users lighten the load by wearing a gauntlet on only one arm. These cloth trousers and leather boots are of no real note, but are durable and allow for easy movement.",IType:
Prompt:,"IName:,","Completion:,",Shabby Set,IDescription:,Common Yharnam clothing. Well-worn and damp with sweat.,IType:
Prompt:,"IName:,","Completion:,",Shadow Garb,IDescription:,"Black cloth garb worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts. White it sacrifices defense for the sake of greater mobility, it does offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage",IType:
Prompt:,"IName:,","Completion:,",Shadow Garb,IDescription:,"Black cloth (Piece Name) worn by spooks from an Eastern land. Sacrfices defense for greater mobility. The late King Oceiros was obsessed by dragons, to the extent that he would later be known as the Consumed King. Countless assassins were sent to end his reign, but none returned.",IType:
Prompt:,"IName:,","Completion:,",Shadow Top,IDescription:,"Used to hide in the cover of night. Those who are especially adept assassins are often hired as bodyguards. In an attempt to stave off the curse, King Vendrick hired shadowmen to put down the Hollows, but before long they were Hollowed themselves",IType:
Prompt:,"IName:,","Completion:,",Shaman Furs,IDescription:,"Raiment fashioned from a bristly pelt.Worn by ancestral follower shamans.The ancestral followers live a distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",IType:
Prompt:,"IName:,","Completion:,",Shining Horned Headband,IDescription:,"Headband decorated by a pair of shining horns. Worn by ancestral follower shamans.Horns with buds that also shine are ideal ceremonial items for ancestral worship. Strengthens Ancestral Infant's Head.",IType:
Prompt:,"IName:,","Completion:,",Silver Knight Armor,IDescription:,"Armor of the Silver Knights who protect Anor Londo. When Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess",IType:
Prompt:,"IName:,","Completion:,",Silver Knight Armor,IDescription:,"(Piece Name) of the Silver Knights allegiant to the royals of old. It is said that even after the family's passing, the knights continued to watch over their manor, and the ruined cathedral.",IType:
Prompt:,"IName:,","Completion:,",Silver Mask,IDescription:,"In his youth, Leonhard suffered grave burns to his entire body. His face in particular, which he hid beneath his mask, was terribly scalded. He abstained from restoring these injuries, even after becoming a Finger of Roasaria. (Mask)",IType:
Prompt:,"IName:,","Completion:,",Six-Eyed Helm of the Channelers,IDescription:,"Helm of the Channelers, sorcerers that serve Seath the Scaleless. The six eyes arranged in two vertical columns compensate for Seath's lack of sight.The heaviest of protective gear for sorcerers, and imbued with magic",IType:
Prompt:,"IName:,","Completion:,",Skeletal Mask,IDescription:,"Skeletal mask that tightly grips the face.Worn by the assassin's of Ravensmount.This ritual implement relentlessly digs into the wearer's face, preserving one's human instincts while dressed in imitation of the Deathbirds.",IType:
Prompt:,"IName:,","Completion:,",Smelter Demon Armor,IDescription:,"Armor of the Smelter Demon, a great mass of iron that was given life. High fire defense. The Old Iron King was possessed of a great bounty of ore, but was incinerated by a creature that rose from the infernal depths of the earth",IType:
Prompt:,"IName:,","Completion:,",Smough's Armor,IDescription:,"Armor of Smough, the Executioner, protector of the cathedral at the forsaken city of Anor Londo. It offers extremely high defense and can be worn by humans, but not without great difficult",IType:
Prompt:,"IName:,","Completion:,",Smough's Armor,IDescription:,"Grotesque armor associated with Smough, the last knight to stand in defense of the ruined cathedral. Boasts extremely high defense and can be donned by humans, but not without great difficulty.",IType:
Prompt:,"IName:,","Completion:,",Sneering Mask,IDescription:,"Gold mask worn by those who kill in the name of the Sable Church of Londor.A faint, kindly smile is bound to its surface, giving them the moniker Harlots of Death. What lies beneath that expression, however, is nothing more than the face of a darkly ashriveled Hollow.",IType:
Prompt:,"IName:,","Completion:,",Snickering Top Hat,IDescription:,"Black top hat worn by Marvellous Chester, a man of mystery lost in the past. The wearer of this top hat cracks a dubious, permanent grin. The Curse of Chester!",IType:
Prompt:,"IName:,","Completion:,",Snow Witch Hat,IDescription:,"Witch's pointed hat, frigid and frozen through. Of a style associated with practitioners of heretical sorcery. Strengthens cold sorcery.Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her.That old witch was Ranni's secret mentor.",IType:
Prompt:,"IName:,","Completion:,",Snow Witch Robe,IDescription:,"Witch's robe in the color of snow.Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her.That old witch was Ranni's secret mentor.",IType:
Prompt:,"IName:,","Completion:,",Sorcerer Cloak,IDescription:,Cloak worn by proper sorcerers who studied at Vinheim Dragon School. The majority take pride in having studied at the academy and look down on breaking the formal dress code established for sorcerers.,IType:
Prompt:,"IName:,","Completion:,",Sorcerer Robe,IDescription:,"Attire of a sorcerer from the Vinheim Dragon School. Long, ash-colored robes. Underneath is a deep blue sorcerer's coat; conventional uniform of the academy.",IType:
Prompt:,"IName:,","Completion:,",Spellblade's Pointed Hat,IDescription:,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",IType:
Prompt:,"IName:,","Completion:,",Spellblade's Traveling Attire,IDescription:,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",IType:
Prompt:,"IName:,","Completion:,",Steel Armor,IDescription:,"Armor of the Knights of Berenike, known for their heavy armaments and armor. Countless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead",IType:
Prompt:,"IName:,","Completion:,",Steel Armor,IDescription:,A relic of an order of knights said to be the mightiest warriors of their time,IType:
Prompt:,"IName:,","Completion:,",Stone Armor,IDescription:,"Moss-covered armor of the Stone Knight, defender of the Darkroot Garden. The Stone Knight is a product of ancient magic, and although this armor is also imbued with magic, it is incredibly heavy.",IType:
Prompt:,"IName:,","Completion:,",Student Uniform,IDescription:,"Uniform of the students of Byrgenwerth, a bygone institute of learning. Features a thick cape. The Healing Church has its roots in Byrgenwerth, and naturally borrows heavily from its uniform design. The focus not on knowledge. or thought. but on pure pretension would surely bring Master Willem to despair, if only he knew.",IType:
Prompt:,"IName:,","Completion:,",Sullied Bandage,IDescription:,"Bandage worn upon awakening to the nightmare of blood and beasts. Terribly worn and unsanitary. A faint memory recalls blood ministration, involving the transfusion of unknown blood. Not long after. the nightmare began.",IType:
Prompt:,"IName:,","Completion:,",Sunless Veil,IDescription:,"Attire of a knight from the Sunless Realms, known for their resistance to both magic and the dark. Formed of a silk veil and silver headband. Sunless Knights serve the nameless moon, and perhaps it is for this reason the attire casts a feminine silhouette.",IType:
Prompt:,"IName:,","Completion:,",Sunset Helm,IDescription:,"(Piece Name) of Hodrick, holy knight of the Sunless Realms. This light gold (Piece Name), named for its sunset hues, is now faded and wrapped in tainted rags. The sorry fool was known to wander the battlefield as a crazed ghoul, lashing out at friend and foe alike.",IType:
Prompt:,"IName:,","Completion:,",Surgical Long Gloves,IDescription:,"White surgical gloves. The intricate embroidery weaves a spell that protects their wearer. The Church engages in the hunt in a medical capacity. When a cancer is discovered, one must pinpoint its location, reach in, and wrench it from the host's bosom.",IType:
Prompt:,"IName:,","Completion:,",Surgical Long Gloves,IDescription:,"White surgical gloves. The intricate embroidery weaves a spell that protects their wearer. The Church engages in the hunt in a medical capacity. When a cancer is discovered, one must pinpoint its location, reach in, and wrench it from the host's bosom.",IType:
Prompt:,"IName:,","Completion:,",Syan's Gauntlets,IDescription:,"Fragment of the Armor of the loyal knight Syan. These solidly-crafted Gauntlets offer high defense. Sir Syan was widely known as the Kingdom's most loyal knight, and when the Giants invaded, he volunteered to lead the advance party, but he was slaughtered most dishonorably. The King commissioned replicas of Syan's accoutrements and bestowed them on promising knights, but not long after they donned the armor did most go thoroughly mad.",IType:
Prompt:,"IName:,","Completion:,",Targray's Armor,IDescription:,"Targray can appear obtuse, but the blue knight means no harm. He only wishes to offer guidance to those in need, for that is his purpose. This armor is of one who guides others. Belonged to Targray, Knight of the Blue.The Blue Sentinels have vowed to uplift themselves from tireless training and selfless adherence to order and justice. May this armor ease their difficult journey",IType:
Prompt:,"IName:,","Completion:,",Tattered Cloth Robe,IDescription:,"Robe worn by the pyromancers of the Great Swamp. Though it appears tattered, it is actually quite strong. Their attire offers substantial protection against poison, fire, and other forces of nature out in the hinterlands where they were driven.",IType:
Prompt:,"IName:,","Completion:,",Thief Mask,IDescription:,"Mask of sinners. They hide their faces, stifle their voices and hide in the shadows. It does not provide much in the way of defense",IType:
Prompt:,"IName:,","Completion:,",Throne Defender Armor,IDescription:,Half Plate worn by the Throne Defender. The Defender has stood by the throne for ages. Will his wait be worth the while?,IType:
Prompt:,"IName:,","Completion:,",Tomb Prospector Garb,IDescription:,"Attire of tomb prospectors who explore the old labyrinth on behalf of the Healing Church. The Healing Church traces its roots to Byrgenwerth, and is therefore aware of the ruins' true importance. They contain much more than mere hunter trinkets, indeed, they hide the very secrets of the old Great Ones. sought after by those with the insight to imagine greatness.",IType:
Prompt:,"IName:,","Completion:,",Traveler's Clothes,IDescription:,"Light yet sturdy clothes.Worn by young women who set off into the world to confront their fate.",IType:
Prompt:,"IName:,","Completion:,",Traveler's Gloves,IDescription:,"Gloves of a traveling perfumer of no renown. An associate of a healer, he is said to be in search of new aromatics and flower gardens, in hopes of treating Misbegotten, Omen and all those seen as impure.",IType:
Prompt:,"IName:,","Completion:,",Traveling Maiden Robe,IDescription:,"Robe worn by traveling maidens.Maidens traversed the Lands Between for different reasons. Some to seek audience with the Fingers. Others, to find the Tarnished who they were destined to guide.",IType:
Prompt:,"IName:,","Completion:,",Traveling Merchant Hat,IDescription:,"Hat worn by merchants from Lanafir, where blue represents knowledge. Wearing this increases item discovery. The eagle is normally a symbol of strength, but in Lanafir it symbolizes wealth. Lanafir is the farthest land to the south and follows a strict edict of isolationism. The rare visitor from Lanafir is always a little odd",IType:
Prompt:,"IName:,","Completion:,",Tree Sentinel Armor,IDescription:,"Golden armor of the heavy cavalry Tree Sentinels who serve the Erdtree.Adorned with a cape featuring the mark of the sacred tree.Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",IType:
Prompt:,"IName:,","Completion:,",Tree-and-Beast Surcoat,IDescription:,"Armor worn by soldiers loyal to Godrick the Grafted.The surcoat depicts the distant Erdtree and the beast regent, an emblem of the golden lineage.Both are symbols of glory now past.",IType:
Prompt:,"IName:,","Completion:,",Tseldora Robe,IDescription:,"Outfit worn by settlers of Tseldora. Rather fancy but with low defense and unfit for battle. Tseldora flourished with the discovery of brightstone, deep under the settlement. But with this prosperity came greed in equal measure, and the people were ever in search of that which they lacked. The brightstone that brought prosperity to Tseldora served only to stoke the flames of its peoples' desires, eventually leading to its ruin. Those bewitching, brilliantly gleaming stones are said to be fragments of a being that once roamed the entrails of the earth.",IType:
Prompt:,"IName:,","Completion:,",Twinned Armor,IDescription:,"Armor depicting entwined twins of gold and silver. The two known as D are inseparable twins.They are of two bodies and two minds, but one single soul. Not once do they stand together; not one word do they speak to one another.Perhaps this armor longs to find its way to the other D.",IType:
Prompt:,"IName:,","Completion:,",Undead Legion Armor,IDescription:,"Attire of the Abyss Watchers, the Undead Legion of Farron. A black-dyed leather vest worn over chainmail. These undead warriors vowed to partake of wolf blood. They acted in the dark, seeking out any sign of the Abyss, fighting with a constant war with its abominations. A black-dyed leather vest worn over chainmail. Black-dyed leather tied around the arms, with only the left fitted with a gauntlet. The iron kneecaps originated from their sword techniques.",IType:
Prompt:,"IName:,","Completion:,",Upper Classman Uniform,IDescription:,"Uniform of the students of Byrgenwerth, a bygone institute of learning. The Healing Church has its roots in Byrgenwerth, and naturally borrows heavily from its uniform design. The focus not on knowledge, or thought, but on pure pretension would surely bring Master Willem to despair, if only he knew.",IType:
Prompt:,"IName:,","Completion:,",Vagabond Knight Armor,IDescription:,"Chest piece of a knight banished from their motherland. Dirty and battered after enduring a lengthy vagabond journey.The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment.Metal armor is heavy, but also study ordering significant damage negation.",IType:
Prompt:,"IName:,","Completion:,",Varangian Armor,IDescription:,"Armor worn by Varagians, that terrorized nearby seas. The coastline stretches far in northern Drangleic. Beyond this Northern Sea is an unexplored continent, said to be the home of things inhuman",IType:
Prompt:,"IName:,","Completion:,",Velstadt's Armor,IDescription:,"Armor worn by the Royal Aegis. Originally imbued with the power of miracles, now soaked with dark after extended exposure in the Undead Crypt.A knight from a faraway land was lured to this accursed land, but forgot even why he came, eventually reduced to a shadow of his former self.",IType:
Prompt:,"IName:,","Completion:,",Vengarl's Armor,IDescription:,"An old armor that is oddly comfortable. Belonged to a Vengarl's. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms",IType:
Prompt:,"IName:,","Completion:,",Veteran's Armor,IDescription:,"Old armor that has seen many battles. Worn by Niall, the veteran general of Sol.Niall was a lone survivor who commanded spirits to defend his long-passed master.This aging general could not die, nor did he have anywhere to fade away.",IType:
Prompt:,"IName:,","Completion:,",Wanderer Coat,IDescription:,"Coat of an aimless traveler. Made from sturdy leather and quilting. Battle comes with the territory when one wanders the land, and this coat provides a certain degree of protection",IType:
